,index,acc1,acc2,acc3,acc4,duration,utcdate
91,42383,,,,,42383,2021-10-25
92,42386,3;2;0,3;1;3,2;2;1,2;2;0,42386,2021-10-25
93,42646,,,,,42646,2021-10-25
94,42648,0;2;1,4;2;1,3;2;0,4;0;0,42648,2021-10-25
95,42923,,,,,42923,2021-10-25
96,42925,3;1;0,3;1;1,3;2;1,3;2;0,42925,2021-10-25
97,43185,,,,,43185,2021-10-25
98,43187,4;0;2,3;1;2,4;1;2,4;2;1,43187,2021-10-25
99,43447,,,,,43447,2021-10-25
100,43455,3;0;1,3;-1;2,4;1;-1,6;0;2,43455,2021-10-25
101,43722,,,,,43722,2021-10-25
102,43724,4;0;0,3;1;0,6;0;0,3;0;1,43724,2021-10-25
103,43985,,,,,43985,2021-10-25
104,43987,4;1;0,6;0;0,5;0;0,4;0;0,43987,2021-10-25
105,44256,,,,,44256,2021-10-25
106,44259,2;0;1,4;1;2,4;0;1,1;-2;1,44259,2021-10-25
107,44523,,,,,44523,2021-10-25
108,44525,2;-1;0,1;0;0,1;0;0,2;0;3,44525,2021-10-25
109,44785,,,,,44785,2021-10-25
110,44787,1;0;0,0;0;0,2;1;1,8;-4;1,44787,2021-10-25
111,45065,,,,,45065,2021-10-25
112,45068,2;1;1,1;0;0,4;0;1,0;1;0,45068,2021-10-25
113,45333,,,,,45333,2021-10-25
114,45335,1;0;1,4;0;0,2;0;0,1;0;4,45335,2021-10-25
115,45601,,,,,45601,2021-10-25
116,45604,1;2;1,4;0;0,5;0;0,7;0;-2,45604,2021-10-25
117,45871,,,,,45871,2021-10-25
118,45874,4;0;2,8;0;4,0;5;6,3;3;4,45874,2021-10-25
119,46140,,,,,46140,2021-10-25
120,46148,4;2;10,8;1;0,3;-6;-4,3;-6;-1,46148,2021-10-25
121,46417,,,,,46417,2021-10-25
122,46420,5;-2;1,3;3;0,6;2;0,5;3;0,46420,2021-10-25
123,46691,,,,,46691,2021-10-25
124,46693,5;0;0,5;-3;-1,4;-2;-1,4;0;2,46693,2021-10-25
125,46965,,,,,46965,2021-10-25
126,46968,5;-2;0,3;0;3,3;3;3,0;0;1,46968,2021-10-25
127,47241,,,,,47241,2021-10-25
128,47243,2;2;3,1;1;-1,1;0;-1,1;-1;-2,47243,2021-10-25
129,47515,,,,,47515,2021-10-25
130,47518,0;0;0,0;0;0,0;0;0,0;0;0,47518,2021-10-25
131,47785,,,,,47785,2021-10-25
132,47789,-1;1;1,-1;3;2,1;-2;3,0;0;1,47789,2021-10-25
133,48056,,,,,48056,2021-10-25
134,48063,3;-2;0,3;-2;-2,0;0;0,2;0;0,48063,2021-10-25
135,48329,,,,,48329,2021-10-25
136,48332,5;-2;-1,3;-1;3,5;-2;-1,4;0;-1,48332,2021-10-25
137,48605,,,,,48605,2021-10-25
138,48608,5;-3;0,5;-4;0,5;-3;-1,5;-6;0,48608,2021-10-25
139,48892,,,,,48892,2021-10-25
140,48896,5;-1;0,6;-2;0,7;0;0,8;0;2,48896,2021-10-25
141,49168,,,,,49168,2021-10-25
142,49170,5;-2;1,5;-3;1,5;0;-3,3;0;0,49170,2021-10-25
143,49446,,,,,49446,2021-10-25
144,49449,4;0;0,1;1;3,0;5;-1,0;1;2,49449,2021-10-25
145,49712,,,,,49712,2021-10-25
146,49714,0;1;2,-2;3;2,0;2;1,-2;0;2,49714,2021-10-25
147,49986,,,,,49986,2021-10-25
148,49995,-2;1;0,-3;1;-2,-2;2;-1,-3;2;-1,49995,2021-10-25
149,50256,,,,,50256,2021-10-25
150,50259,-3;0;-1,-2;1;-3,-1;0;-3,0;3;5,50259,2021-10-25
151,50527,,,,,50527,2021-10-25
152,50529,-8;4;0,-8;0;-4,-5;1;-4,-5;-1;-2,50529,2021-10-25
153,50802,,,,,50802,2021-10-25
154,50805,0;-1;1,0;-3;0,-1;-3;-2,-1;-2;1,50805,2021-10-25
155,51069,,,,,51069,2021-10-25
156,51073,0;-3;0,1;0;1,2;-4;2,2;-5;0,51073,2021-10-25
157,51350,,,,,51350,2021-10-25
158,51353,1;-6;3,1;-7;1,4;-4;1,2;-3;0,51353,2021-10-25
159,51617,,,,,51617,2021-10-25
160,51620,2;-3;0,2;-5;2,0;-1;1,-1;-4;0,51620,2021-10-25
161,51885,,,,,51885,2021-10-25
162,51892,0;-3;0,0;-2;0,0;-4;0,0;-2;-4,51892,2021-10-25
163,52158,,,,,52158,2021-10-25
164,52161,-1;-1;1,0;-3;1,0;-4;0,-2;-3;-3,52161,2021-10-25
165,52435,,,,,52435,2021-10-25
166,52439,-3;-2;0,0;0;1,1;-1;0,0;2;0,52439,2021-10-25
167,52708,,,,,52708,2021-10-25
168,52711,-6;1;7,-9;3;4,-10;5;-1,-7;0;-9,52711,2021-10-25
169,52984,,,,,52984,2021-10-25
170,52987,-13;-1;-8,-14;3;-8,-15;4;-8,-17;5;-6,52987,2021-10-25
171,53260,,,,,53260,2021-10-25
172,53262,-13;3;0,-11;0;0,-12;0;-3,-12;0;-2,53262,2021-10-25
173,53535,,,,,53535,2021-10-25
174,53538,-14;1;-6,-15;1;-6,-14;1;-4,-14;0;-1,53538,2021-10-25
175,53809,,,,,53809,2021-10-25
176,53817,-15;0;-2,-15;0;-4,-13;0;-4,-7;-1;-2,53817,2021-10-25
177,54085,,,,,54085,2021-10-25
178,54087,-1;-5;-1,-4;-4;-2,-7;-3;-2,-12;-1;2,54087,2021-10-25
179,54355,,,,,54355,2021-10-25
180,54363,-2;-1;1,-4;-2;-1,-6;-1;0,-5;-5;-1,54363,2021-10-25
181,54641,,,,,54641,2021-10-25
182,54643,-4;-4;-1,-4;-5;0,-5;-5;2,-4;-4;0,54643,2021-10-25
183,54909,,,,,54909,2021-10-25
184,54913,-8;1;-1,-6;-3;1,-6;-5;0,-6;-4;0,54913,2021-10-25
185,55179,,,,,55179,2021-10-25
186,55182,-11;0;-5,-15;-1;-3,-13;-3;-2,-13;-4;-1,55182,2021-10-25
187,55448,,,,,55448,2021-10-25
188,55450,-12;0;-3,-12;-2;-2,-11;-3;0,-10;-5;0,55450,2021-10-25
189,55715,,,,,55715,2021-10-25
190,55718,-12;-4;-2,-13;-4;-1,-11;-5;-1,-13;-8;-3,55718,2021-10-25
191,55988,,,,,55988,2021-10-25
192,55990,-14;-4;-5,-15;-6;-4,-13;-6;-2,-11;-10;-1,55990,2021-10-25
193,56262,,,,,56262,2021-10-25
194,56270,-12;-7;0,-10;-9;-1,-12;-5;-3,-11;-7;0,56270,2021-10-25
195,56538,,,,,56538,2021-10-25
196,56540,-9;-7;-1,-11;-11;-4,-10;-11;-2,-11;-6;-4,56540,2021-10-25
197,56810,,,,,56810,2021-10-25
198,56817,-10;-9;-4,-14;-6;-1,-14;-6;0,-15;-5;1,56817,2021-10-25
199,57088,,,,,57088,2021-10-25
200,57090,-16;-8;0,-15;-7;0,-16;-9;0,-15;-9;-3,57090,2021-10-25
201,57351,,,,,57351,2021-10-25
202,57353,-16;-11;0,-15;-9;-2,-17;-10;-4,-17;-7;-7,57353,2021-10-25
203,57619,,,,,57619,2021-10-25
204,57622,-16;-7;-2,-19;-8;-3,-18;-5;-4,-22;-2;-4,57622,2021-10-25
205,57888,,,,,57888,2021-10-25
206,57891,-18;-5;-5,-19;-5;-5,-19;-2;-5,-18;-3;0,57891,2021-10-25
207,58170,,,,,58170,2021-10-25
208,58173,-14;-4;-2,-14;-5;-3,-14;-3;1,-12;-2;-1,58173,2021-10-25
209,58439,,,,,58439,2021-10-25
210,58442,-14;2;-6,-12;-5;0,-8;-12;5,-11;-13;1,58442,2021-10-25
211,58723,,,,,58723,2021-10-25
212,58726,-9;-13;-3,-8;-8;-6,-6;-12;-5,-5;-8;1,58726,2021-10-25
213,58989,,,,,58989,2021-10-25
214,58992,-5;-17;6,-6;-17;1,-8;-8;-2,-13;-6;-5,58992,2021-10-25
215,59266,,,,,59266,2021-10-25
216,59273,-6;-9;0,-7;-10;-1,-8;-6;4,-12;-4;0,59273,2021-10-25
217,59538,,,,,59538,2021-10-25
218,59541,-6;-18;-1,-6;-20;-1,-4;-17;-5,-10;-19;-8,59541,2021-10-25
219,59817,,,,,59817,2021-10-25
220,59820,-4;-22;-4,-9;-26;4,-10;-12;-2,-11;-6;4,59820,2021-10-25
221,60091,,,,,60091,2021-10-25
222,60094,-15;0;-2,-14;-4;-5,-13;-12;-5,-14;-21;-17,60094,2021-10-25
223,60366,,,,,60366,2021-10-25
224,60368,-17;-19;-5,-11;-13;-2,-13;-8;-4,-16;-10;-1,60368,2021-10-25
225,60647,,,,,60647,2021-10-25
226,60650,-17;-5;-4,-13;-17;-7,-13;-9;-5,-13;-11;-6,60650,2021-10-25
227,60924,,,,,60924,2021-10-25
228,60926,-11;-5;-6,-15;-3;2,-12;-2;2,-12;-1;-1,60926,2021-10-25
229,61198,,,,,61198,2021-10-25
230,61201,-9;-3;-6,-4;-10;-10,-3;-14;-4,-1;-16;-8,61201,2021-10-25
231,61467,,,,,61467,2021-10-25
232,61470,-2;-6;4,-3;-8;7,-7;-2;6,-2;0;3,61470,2021-10-25
233,61744,,,,,61744,2021-10-25
234,61751,0;-5;0,2;-7;-3,1;-8;-5,0;-5;-3,61751,2021-10-25
235,62025,,,,,62025,2021-10-25
236,62027,0;0;-6,0;0;-6,-2;0;0,1;3;3,62027,2021-10-25
237,62294,,,,,62294,2021-10-25
238,62297,3;0;4,-3;5;0,0;1;1,-1;2;-3,62297,2021-10-25
239,62568,,,,,62568,2021-10-25
240,62571,0;-1;-2,-1;1;0,-1;3;-1,-4;6;3,62571,2021-10-25
241,62844,,,,,62844,2021-10-25
242,62846,-2;6;2,0;4;-1,-2;6;-2,-2;6;4,62846,2021-10-25
243,63119,,,,,63119,2021-10-25
244,63122,-2;7;6,0;8;5,-2;12;-2,0;10;0,63122,2021-10-25
245,63395,,,,,63395,2021-10-25
246,63397,5;-2;0,5;-1;-1,0;3;0,3;5;-1,63397,2021-10-25
247,63666,,,,,63666,2021-10-25
248,63685,3;1;9,-2;7;-1,-15;12;-6,-8;10;-2,63685,2021-10-25
249,63956,,,,,63956,2021-10-25
250,63960,-3;2;0,-6;0;0,-6;0;-4,-5;2;-3,63960,2021-10-25
251,64237,,,,,64237,2021-10-25
252,64244,-5;3;0,-8;6;0,-10;6;-2,-11;6;-4,64244,2021-10-25
253,64508,,,,,64508,2021-10-25
254,64510,-7;5;0,-6;3;0,-8;3;-1,-12;6;-2,64510,2021-10-25
255,64784,,,,,64784,2021-10-25
256,64787,-11;5;-4,-11;5;-3,-12;8;-4,-13;8;-10,64787,2021-10-25
257,65058,,,,,65058,2021-10-25
258,65060,-15;7;-9,-15;7;-8,-14;9;-7,-12;13;-1,65060,2021-10-25
259,65327,,,,,65327,2021-10-25
260,65330,-22;13;9,-18;26;10,-14;32;13,-18;39;16,65330,2021-10-25
261,65600,,,,,65600,2021-10-25
262,65603,-20;8;-10,-12;-18;-10,1;-22;-11,1;-27;-2,65603,2021-10-25
263,65867,,,,,65867,2021-10-25
264,65869,-17;0;-7,-19;38;-5,-15;40;4,-14;40;-1,65869,2021-10-25
265,66136,,,,,66136,2021-10-25
266,66145,-15;16;-3,-9;2;-11,-9;0;-9,-10;-2;-7,66145,2021-10-25
267,66410,,,,,66410,2021-10-25
268,66413,-9;12;-2,-6;23;-1,-9;29;1,-7;24;-7,66413,2021-10-25
269,66684,,,,,66684,2021-10-25
270,66693,-6;20;-5,-4;12;-6,1;19;3,2;19;16,66693,2021-10-25
271,66967,,,,,66967,2021-10-25
272,66969,-15;25;10,-6;20;-8,-8;6;-10,-8;7;-10,66969,2021-10-25
273,67241,,,,,67241,2021-10-25
274,67245,-6;7;-7,-7;6;-1,-7;11;1,-14;7;1,67245,2021-10-25
275,67524,,,,,67524,2021-10-25
276,67526,-11;11;1,-9;25;-4,-10;31;-3,-10;24;0,67526,2021-10-25
277,67794,,,,,67794,2021-10-25
278,67798,-14;15;-3,-16;15;-6,-16;16;0,-14;16;-2,67798,2021-10-25
279,68072,,,,,68072,2021-10-25
280,68075,-15;19;-2,-10;20;-3,-10;20;-5,-10;20;-1,68075,2021-10-25
281,68337,,,,,68337,2021-10-25
282,68339,-11;16;-3,-11;18;-5,-11;17;-6,-14;18;-2,68339,2021-10-25
283,68612,,,,,68612,2021-10-25
284,68621,-12;20;-3,-13;16;-2,-12;16;-2,-9;19;0,68621,2021-10-25
285,68887,,,,,68887,2021-10-25
286,68889,-13;9;-2,-14;10;-2,-10;11;-3,-12;14;-3,68889,2021-10-25
287,69165,,,,,69165,2021-10-25
288,69172,-10;12;-1,-9;10;-3,-12;8;1,-12;9;0,69172,2021-10-25
289,69445,,,,,69445,2021-10-25
290,69447,-10;6;-3,-11;3;-4,-10;2;-5,-13;2;-6,69447,2021-10-25
291,69718,,,,,69718,2021-10-25
292,69721,-12;5;-4,-14;5;-3,-9;6;-3,-11;7;-3,69721,2021-10-25
293,69997,,,,,69997,2021-10-25
294,69999,-16;8;-1,-11;6;-1,-13;8;-4,-14;7;-2,69999,2021-10-25
295,70265,,,,,70265,2021-10-25
296,70268,-11;4;-4,-11;5;0,-13;7;-4,-14;7;1,70268,2021-10-25
297,70539,,,,,70539,2021-10-25
298,70542,-11;7;-4,-12;8;-6,-13;9;-3,-11;7;-3,70542,2021-10-25
299,70808,,,,,70808,2021-10-25
300,70810,-10;4;-1,-12;3;-2,-11;5;-1,-11;9;-1,70810,2021-10-25
301,71076,,,,,71076,2021-10-25
302,71086,-13;7;0,-14;7;-1,-11;9;0,-10;6;-3,71086,2021-10-25
303,71352,,,,,71352,2021-10-25
304,71355,-7;6;-1,-9;8;3,-10;9;-2,-11;11;-4,71355,2021-10-25
305,71623,,,,,71623,2021-10-25
306,71645,-9;7;-2,-6;7;-4,-9;5;-1,-11;14;-4,71645,2021-10-25
307,71909,,,,,71909,2021-10-25
308,71911,-9;4;-2,-11;3;-4,-8;13;-3,-13;7;-2,71911,2021-10-25
309,72177,,,,,72177,2021-10-25
310,72180,-13;8;-5,-10;5;-4,-12;11;0,-10;6;1,72180,2021-10-25
311,72455,,,,,72455,2021-10-25
312,72458,-9;4;-2,-10;7;-10,-11;3;-3,-11;6;-4,72458,2021-10-25
313,72725,,,,,72725,2021-10-25
314,72727,-8;4;-1,-11;9;-1,-10;7;1,-8;3;-1,72727,2021-10-25
315,72997,,,,,72997,2021-10-25
316,73000,-8;0;0,-7;5;-10,-6;7;-4,-7;5;-3,73000,2021-10-25
317,73267,,,,,73267,2021-10-25
318,73270,-8;8;-4,-8;6;-3,-5;7;-5,-7;2;-2,73270,2021-10-25
319,73541,,,,,73541,2021-10-25
320,73550,-5;7;-2,-6;6;1,-6;10;-4,-7;2;0,73550,2021-10-25
321,73828,,,,,73828,2021-10-25
322,73830,-4;7;-2,-5;-1;-2,-4;0;-3,-1;0;-2,73830,2021-10-25
323,74094,,,,,74094,2021-10-25
324,74101,-6;3;-1,-3;2;0,-4;2;-5,-1;6;1,74101,2021-10-25
325,74368,,,,,74368,2021-10-25
326,74371,-3;4;-2,0;2;-4,-2;3;-1,0;0;-3,74371,2021-10-25
327,74643,,,,,74643,2021-10-25
328,74645,0;5;-1,-5;1;1,0;0;-4,-3;3;-2,74645,2021-10-25
329,74931,,,,,74931,2021-10-25
330,74933,-2;1;-5,-2;3;-1,-4;5;2,-6;2;2,74933,2021-10-25
331,75205,,,,,75205,2021-10-25
332,75208,2;5;0,0;0;-2,-1;1;-5,0;-3;-4,75208,2021-10-25
333,75486,,,,,75486,2021-10-25
334,75489,0;-5;-4,0;-9;3,0;5;-3,-1;0;0,75489,2021-10-25
335,75756,,,,,75756,2021-10-25
336,75759,-3;3;0,0;-3;5,2;3;0,5;3;-1,75759,2021-10-25
337,76027,,,,,76027,2021-10-25
338,76036,4;-1;-1,5;-4;0,9;0;1,8;-4;-1,76036,2021-10-25
339,76307,,,,,76307,2021-10-25
340,76309,11;-1;5,13;-1;3,11;-1;3,11;-5;4,76309,2021-10-25
341,76582,,,,,76582,2021-10-25
342,76585,12;-4;1,12;-4;0,12;-1;4,14;-5;3,76585,2021-10-25
343,76858,,,,,76858,2021-10-25
344,76860,13;0;1,13;-4;1,14;-6;0,11;-3;6,76860,2021-10-25
345,77127,,,,,77127,2021-10-25
346,77130,11;-2;3,16;0;-1,13;-1;4,14;-2;1,77130,2021-10-25
347,77404,,,,,77404,2021-10-25
348,77406,15;0;1,14;-1;1,14;-3;2,13;-2;0,77406,2021-10-25
349,77670,,,,,77670,2021-10-25
350,77673,14;-1;2,13;-2;3,13;-1;1,13;-1;5,77673,2021-10-25
351,77945,,,,,77945,2021-10-25
352,77953,14;0;4,13;-1;2,12;-2;0,13;1;0,77953,2021-10-25
353,78222,,,,,78222,2021-10-25
354,78224,12;0;2,15;0;2,14;0;3,16;-2;2,78224,2021-10-25
355,78496,,,,,78496,2021-10-25
356,78505,16;-1;2,18;-2;2,14;-1;0,15;-1;1,78505,2021-10-25
357,78774,,,,,78774,2021-10-25
358,78776,14;-1;4,12;-1;2,14;-3;1,14;-3;3,78776,2021-10-25
359,79046,,,,,79046,2021-10-25
360,79049,13;0;1,12;0;0,12;0;0,16;-3;4,79049,2021-10-25
361,79319,,,,,79319,2021-10-25
362,79321,14;-1;4,11;-1;2,11;0;3,12;0;3,79321,2021-10-25
363,79586,,,,,79586,2021-10-25
364,79588,12;-3;1,11;-1;1,13;-1;0,11;-2;1,79588,2021-10-25
365,79856,,,,,79856,2021-10-25
366,79864,10;-2;2,9;-2;2,11;-2;1,11;-4;2,79864,2021-10-25
367,80131,,,,,80131,2021-10-25
368,80133,12;0;3,12;-2;1,9;-2;1,8;0;1,80133,2021-10-25
369,80399,,,,,80399,2021-10-25
370,80406,7;0;1,9;-1;0,8;-2;0,8;-2;0,80406,2021-10-25
371,80674,,,,,80674,2021-10-25
372,80677,7;-2;1,9;-2;0,10;-1;2,9;-1;3,80677,2021-10-25
373,80949,,,,,80949,2021-10-25
374,80951,9;-1;3,8;-3;0,8;-1;0,9;0;2,80951,2021-10-25
375,81224,,,,,81224,2021-10-25
376,81227,10;-3;2,10;-2;2,9;0;1,9;0;2,81227,2021-10-25
377,81496,,,,,81496,2021-10-25
378,81498,11;-1;2,10;0;4,10;-1;2,9;-1;0,81498,2021-10-25
379,81764,,,,,81764,2021-10-25
380,81771,13;-2;4,10;-2;1,11;0;4,10;1;1,81771,2021-10-25
381,82043,,,,,82043,2021-10-25
382,82045,12;-1;2,12;-1;0,13;-2;1,10;-1;1,82045,2021-10-25
383,82317,,,,,82317,2021-10-25
384,82326,12;-3;5,13;-1;1,11;-2;0,11;-2;2,82326,2021-10-25
385,82588,,,,,82588,2021-10-25
386,82591,11;-1;2,10;-1;4,13;-3;-3,11;-2;1,82591,2021-10-25
387,82865,,,,,82865,2021-10-25
388,82867,9;-1;2,8;-3;3,10;-1;1,8;-1;2,82867,2021-10-25
389,83138,,,,,83138,2021-10-25
390,83141,8;0;2,7;-1;1,6;-1;1,7;-1;0,83141,2021-10-25
391,83406,,,,,83406,2021-10-25
392,83409,6;0;1,6;-2;1,6;0;1,6;-1;1,83409,2021-10-25
393,83682,,,,,83682,2021-10-25
394,83684,5;-1;1,7;-1;1,6;-1;3,5;0;1,83684,2021-10-25
395,83953,,,,,83953,2021-10-25
396,83956,6;-1;1,7;-1;1,5;-1;0,6;-3;0,83956,2021-10-25
397,84227,,,,,84227,2021-10-25
398,84234,7;0;2,4;-2;0,5;-1;0,6;-2;-1,84234,2021-10-25
399,84503,,,,,84503,2021-10-25
400,84505,6;-1;1,6;-2;0,6;-1;2,7;0;1,84505,2021-10-25
401,84770,,,,,84770,2021-10-25
402,84773,6;-1;2,3;-2;2,6;-2;1,6;-2;-1,84773,2021-10-25
403,85040,,,,,85040,2021-10-25
404,85043,5;-2;0,6;-1;0,5;-1;0,6;-1;2,85043,2021-10-25
405,85309,,,,,85309,2021-10-25
406,85311,6;-2;1,7;-2;2,6;0;1,6;-2;1,85311,2021-10-25
407,85585,,,,,85585,2021-10-25
408,85593,6;-1;2,8;-2;1,7;0;0,6;0;0,85593,2021-10-25
409,85853,,,,,85853,2021-10-25
410,85856,6;-1;1,8;-2;1,6;0;3,5;-3;1,85856,2021-10-25
411,86122,,,,,86122,2021-10-25
412,86125,5;-1;2,5;-1;1,5;-1;2,7;-2;1,86125,2021-10-25
413,86392,,,,,86392,2021-10-25
414,86395,6;0;0,6;-1;0,6;-1;0,5;0;2,86395,2021-10-25
415,86667,,,,,86667,2021-10-25
416,86669,6;-2;1,6;-1;1,6;0;1,7;-2;1,86669,2021-10-25
417,86947,,,,,86947,2021-10-25
418,86950,7;-1;1,5;-1;2,5;-1;1,9;-3;0,86950,2021-10-25
419,87224,,,,,87224,2021-10-25
420,87226,7;0;3,9;-1;0,7;-2;0,7;0;1,87226,2021-10-25
421,87492,,,,,87492,2021-10-25
422,87501,7;-1;0,6;-2;1,7;0;0,4;-1;1,87501,2021-10-25
423,87768,,,,,87768,2021-10-25
424,87771,3;-1;1,2;0;0,0;-1;0,0;-1;0,87771,2021-10-25
425,88042,,,,,88042,2021-10-25
426,88045,1;-1;-2,4;-1;0,2;-3;0,1;-1;-1,88045,2021-10-25
427,88325,,,,,88325,2021-10-25
428,88328,4;-2;0,3;-2;0,3;-1;3,2;-2;0,88328,2021-10-25
429,88594,,,,,88594,2021-10-25
430,88596,4;0;1,2;-2;0,4;-2;0,4;-2;0,88596,2021-10-25
431,88871,,,,,88871,2021-10-25
432,88875,4;0;0,4;-3;1,2;-1;1,4;-2;1,88875,2021-10-25
433,89144,,,,,89144,2021-10-25
434,89147,6;0;0,3;-1;1,0;-1;1,-3;-2;0,89147,2021-10-25
435,89418,,,,,89418,2021-10-25
436,89425,-6;0;-2,-4;-2;-1,-4;-2;0,-5;-3;-1,89425,2021-10-25
437,89696,,,,,89696,2021-10-25
438,89699,-4;-4;-2,-4;-3;-2,-4;-3;-2,-4;-4;-1,89699,2021-10-25
439,89967,,,,,89967,2021-10-25
440,89969,-10;-5;-1,-12;-7;-2,-12;-10;1,-13;-10;-2,89969,2021-10-25
441,90245,,,,,90245,2021-10-25
442,90248,-14;-14;-3,-14;-6;-6,-10;-16;-4,-9;-24;0,90248,2021-10-25
443,90521,,,,,90521,2021-10-25
