,acc1,acc2,acc3,acc4
82011,,,,
82013,5;15;0,7;20;-6,2;21;0,3;12;-5
82280,,,,
82288,8;25;8,1;27;6,6;12;-1,11;30;1
82552,,,,
82554,10;21;-1,9;23;0,12;26;-2,9;31;-3
82816,,,,
82818,5;28;-10,2;22;1,10;23;-2,0;18;2
83094,,,,
83096,8;26;2,4;11;-1,3;20;1,7;23;-1
83362,,,,
83364,7;29;0,11;21;0,5;26;4,6;16;2
83628,,,,
83631,1;26;2,11;20;6,8;21;4,7;11;2
83899,,,,
83901,6;22;4,7;23;-4,6;35;-9,13;18;-7
84165,,,,
84167,5;28;-5,9;27;-1,6;28;3,9;29;12
84440,,,,
84442,5;27;8,13;31;4,7;30;9,9;24;1
84704,,,,
84706,0;27;7,9;31;0,9;34;-1,8;7;4
84968,,,,
84970,0;19;-2,4;22;6,-5;16;11,8;16;1
85248,,,,
85251,10;13;5,7;21;-2,1;20;-11,10;25;5
85512,,,,
85515,10;14;1,4;24;0,9;8;-8,4;16;-6
85790,,,,
85792,7;16;1,5;15;-4,10;15;5,5;14;6
86055,,,,
86057,10;20;-4,9;17;-4,7;24;-2,0;19;-4
86318,,,,
86321,4;18;1,7;15;-3,12;22;4,8;12;0
86590,,,,
86592,10;16;7,8;31;-6,-1;8;5,2;17;5
86856,,,,
86858,13;30;-4,9;21;2,6;14;-8,14;1;-11
87148,,,,
87151,12;30;7,10;17;6,3;17;11,3;18;-4
87425,,,,
87428,4;16;2,9;43;-4,15;21;8,3;13;-2
87694,,,,
87696,0;12;2,10;21;15,7;15;16,2;18;9
87964,,,,
87966,4;22;10,0;18;7,3;26;1,5;19;0
88232,,,,
88236,3;12;0,7;18;0,9;20;-1,7;20;14
88495,,,,
88502,7;13;9,0;18;19,9;20;13,1;20;11
88764,,,,
88766,10;15;8,1;23;10,4;15;7,4;21;2
89028,,,,
89030,5;20;-3,11;23;3,3;28;2,7;27;-3
89295,,,,
89298,5;15;4,5;16;-3,11;28;-3,3;22;2
89559,,,,
89561,13;16;-1,9;25;-2,12;21;1,11;23;0
89821,,,,
89828,9;24;-6,10;27;7,12;23;7,1;29;7
90099,,,,
90101,0;20;4,11;20;5,1;13;-1,6;24;0
90365,,,,
90369,4;21;-11,3;29;-5,8;17;0,0;30;6
90648,,,,
90650,7;26;-10,10;19;7,3;16;7,8;29;-7
90910,,,,
90912,0;16;-3,8;14;-12,13;20;-4,2;33;-7
91172,,,,
91180,10;16;6,1;20;0,3;18;-3,2;20;-5
91448,,,,
91450,6;18;0,7;13;-3,6;13;3,6;23;-1
91711,,,,
91713,3;14;5,5;18;-5,4;17;0,6;13;-5
91981,,,,
91984,5;28;-16,0;23;0,9;20;-9,5;17;4
92249,,,,
92251,3;23;0,5;18;-3,3;23;0,4;22;-6
92511,,,,
92518,5;19;0,6;32;-2,6;28;2,4;19;-6
92788,,,,
92791,8;18;2,3;21;-9,9;18;3,2;21;0
93049,,,,
93052,11;34;-4,11;20;-8,9;20;-7,11;25;2
93322,,,,
93324,8;24;3,9;25;4,8;21;3,8;15;3
93589,,,,
93591,8;20;-2,5;19;5,11;21;3,3;22;3
93850,,,,
93856,6;20;3,5;25;10,6;16;6,7;21;6
94126,,,,
94128,5;22;2,3;25;1,4;15;4,4;17;-1
94389,,,,
94391,12;25;0,6;14;6,12;20;2,10;17;1
94661,,,,
94663,13;34;0,9;13;6,7;35;3,10;40;6
94926,,,,
94928,7;21;6,6;26;2,4;28;4,9;20;0
95188,,,,
95196,10;24;6,8;25;1,7;21;-4,11;21;0
95461,,,,
95463,7;26;1,10;25;-4,11;21;4,4;22;1
95727,,,,
95729,11;28;-5,11;24;-1,9;29;3,8;28;3
95995,,,,
95997,10;24;8,14;22;11,11;20;11,9;21;10
96265,,,,
96267,24;16;-2,9;15;-2,15;8;5,14;21;-11
96547,,,,
96555,7;26;18,10;32;4,15;19;3,7;21;3
96818,,,,
96820,7;22;14,10;13;5,12;17;-12,13;20;0
97079,,,,
97081,12;17;6,1;10;14,12;25;5,15;25;2
97346,,,,
97349,2;25;2,14;20;0,22;19;2,8;26;-6
97609,,,,
97611,19;21;5,12;21;10,20;24;-1,12;20;5
97873,,,,
97875,18;27;5,10;9;4,13;16;3,14;3;3
98142,,,,
98144,17;20;18,21;22;7,23;16;15,13;12;1
98405,,,,
98407,31;18;2,19;6;10,20;9;3,27;24;3
98673,,,,
98675,21;-6;-12,24;33;4,11;29;1,27;29;1
98939,,,,
98941,13;24;12,22;28;-9,20;22;6,11;23;13
99206,,,,
99208,19;21;9,19;26;2,16;16;3,13;18;12
99475,,,,
99477,11;27;11,14;27;4,11;28;15,12;30;0
99740,,,,
99743,10;21;0,17;18;4,9;28;5,10;26;2
100013,,,,
100015,12;19;0,11;18;-1,12;20;1,16;20;-6
100276,,,,
100278,15;33;3,15;32;1,14;26;0,16;15;-1
100544,,,,
100551,19;20;8,12;25;6,9;19;-1,8;14;4
100819,,,,
100822,9;19;6,14;25;8,18;23;5,21;23;2
101083,,,,
101085,16;24;-5,24;22;-2,19;23;5,18;23;3
101352,,,,
101354,23;20;9,24;21;2,24;20;1,21;18;6
101620,,,,
101622,19;23;2,24;20;5,24;16;0,19;21;1
101886,,,,
101890,26;22;-4,20;18;-2,20;23;7,19;18;3
102159,,,,
102161,19;19;11,24;19;1,21;20;6,22;12;-3
102420,,,,
102428,18;25;3,18;21;-1,14;23;8,18;22;-1
102699,,,,
102701,14;18;11,18;25;8,15;22;8,16;18;5
102959,,,,
102961,18;22;3,20;23;9,15;23;8,15;20;3
103230,,,,
103233,16;19;5,14;21;2,15;21;1,18;19;5
103498,,,,
103500,18;13;0,17;20;7,19;24;6,20;18;5
103767,,,,
103769,19;15;2,22;16;6,21;20;2,19;17;2
104036,,,,
104038,17;18;6,21;18;1,20;20;8,22;24;3
104298,,,,
104305,22;14;4,22;12;7,25;16;5,23;14;3
104573,,,,
104576,22;20;6,24;17;4,23;14;5,21;16;6
104840,,,,
104842,21;17;4,20;16;7,19;16;3,22;20;7
105118,,,,
105120,18;19;7,22;19;3,21;17;3,19;14;2
105389,,,,
105391,22;18;6,21;18;5,19;23;1,20;19;7
105654,,,,
105656,19;19;6,16;19;1,16;17;4,16;18;3
105924,,,,
105926,14;17;3,15;17;2,14;18;2,12;18;2
106188,,,,
106196,14;18;4,12;20;2,12;16;3,14;16;2
106463,,,,
106465,14;16;3,12;17;4,12;17;5,14;17;3
106725,,,,
106728,11;17;1,12;17;2,12;18;5,12;19;3
106994,,,,
106996,11;18;3,11;17;4,9;19;3,6;18;2
107264,,,,
107266,0;18;2,3;18;0,6;19;0,5;17;0
107534,,,,
107557,2;16;0,3;17;0,4;17;0,3;18;0
107827,,,,
107829,4;17;1,2;18;-2,3;18;2,2;19;6
108089,,,,
108092,4;20;-1,4;18;-2,4;18;2,5;16;1
108364,,,,
108366,3;19;0,3;17;-3,2;19;1,3;18;0
108647,,,,
108650,3;17;0,4;17;0,3;18;0,4;18;4
108920,,,,
108922,3;17;1,4;17;-1,1;19;0,4;19;-1
109191,,,,
109193,2;18;-1,1;19;0,0;18;1,0;18;1
109453,,,,
109460,0;18;0,1;18;-1,0;17;0,4;19;1
109728,,,,
109730,2;17;0,-2;19;0,1;19;-1,-1;16;-2
109991,,,,
109993,1;17;0,3;13;0,0;18;-2,0;19;-1
110266,,,,
110269,0;18;0,-3;19;0,-4;17;-2,-5;18;-3
110529,,,,
110531,-4;19;-4,-8;19;-2,-7;18;-1,-8;19;-1
110795,,,,
110798,-8;18;-2,-10;18;-1,-9;18;-3,-8;20;-5
111067,,,,
111070,-11;17;-3,-7;21;-2,-9;17;0,-9;17;0
111341,,,,
111349,-9;18;-1,-14;17;-3,-9;17;-4,-10;16;-5
111623,,,,
111626,-10;17;-5,-12;16;2,-10;19;1,-11;17;0
111892,,,,
111894,-11;16;-4,-9;19;-7,-10;12;-2,-10;20;-2
112159,,,,
112161,-8;20;-2,-10;20;-1,-10;19;-3,-6;19;-5
112431,,,,
112434,-6;20;-3,-8;19;-1,-3;21;-9,-9;18;-10
112699,,,,
112701,-3;24;2,-2;29;-2,-8;26;5,-5;25;1
112963,,,,
112965,-4;20;2,-2;19;2,-1;21;0,-5;23;0
113232,,,,
113239,1;22;-1,-4;23;-5,-1;18;-8,0;19;-6
113507,,,,
113509,-3;25;7,-1;33;3,-3;29;14,0;27;7
113770,,,,
113772,0;28;-2,-1;30;0,2;29;-8,3;27;-1
114046,,,,
114049,6;36;2,3;37;-1,2;36;0,6;35;8
114308,,,,
114311,2;40;2,0;39;6,0;40;0,2;45;4
114575,,,,
114577,3;47;-7,-2;46;0,10;47;4,2;57;6
114846,,,,
114848,5;55;-3,6;58;-3,4;53;12,11;55;13
115109,,,,
115118,10;64;-6,6;58;3,19;56;-14,14;58;-9
115391,,,,
115393,12;61;4,10;45;2,13;55;5,13;58;0
115659,,,,
115661,13;64;15,13;54;9,14;55;-5,15;53;0
115928,,,,
115931,11;49;11,16;55;1,16;50;-2,13;48;0
116191,,,,
116193,13;23;-9,4;41;7,5;47;1,21;43;21
116490,,,,
116492,5;49;-10,8;30;1,8;32;-6,0;33;-2
116754,,,,
116756,-2;37;-3,-4;40;-3,-8;40;1,7;38;-4
117019,,,,
117026,2;32;11,-6;35;0,-5;32;-8,-6;33;-9
117292,,,,
117295,-6;25;-7,-6;23;-2,-8;25;-1,-9;27;0
117554,,,,
117556,-8;24;0,-10;26;-1,-7;25;-3,-6;28;-2
117823,,,,
117825,-9;25;0,-6;27;-3,-6;26;-3,-8;25;1
118089,,,,
118091,-9;26;0,-8;26;0,-7;27;1,-7;27;0
118362,,,,
118365,-9;22;-3,-9;21;-3,-10;22;-7,-8;24;-6
118631,,,,
118633,-10;23;-3,-15;30;1,-12;25;-2,-16;30;0
118894,,,,
118902,-4;18;-1,-4;22;-6,-13;26;-1,-12;24;-3
119169,,,,
119172,-8;22;-8,-13;24;-4,-9;24;0,-4;22;-5
119431,,,,
119433,-14;22;-2,-9;23;-5,-12;30;-1,-8;23;-4
119713,,,,
119715,-10;24;-4,-10;24;-5,-7;23;-3,-10;27;-1
119989,,,,
119991,-11;26;-3,-12;28;-6,-13;25;-3,-12;28;0
120263,,,,
120265,-6;28;-6,-8;28;-4,-9;30;-8,-13;28;-3
120548,,,,
120550,-9;27;-6,-10;25;-4,-5;31;-2,-4;27;-3
120818,,,,
120820,-4;23;0,-4;24;-1,-2;23;-3,-2;24;-1
121090,,,,
121092,-3;24;-3,-3;29;-4,-1;27;-1,-7;27;-2
121352,,,,
121360,-9;26;-3,-11;27;0,-10;28;0,-5;24;0
121628,,,,
121630,-10;32;6,-17;26;1,-11;21;-1,-11;27;-6
121889,,,,
121892,-10;23;-5,-8;26;-5,-11;23;0,-8;29;-4
122159,,,,
122161,-9;25;-6,-10;23;-14,-10;29;-1,-9;28;-3
122422,,,,
122424,-19;31;2,-15;29;0,-13;32;0,-7;29;-2
122691,,,,
122693,-8;28;1,-7;24;-8,-6;28;-2,-9;28;-7
122953,,,,
122956,-12;26;2,-9;27;-2,-11;30;-9,-14;28;-1
123216,,,,
123224,-5;25;-4,-4;22;-3,-4;23;-8,-8;24;-2
123489,,,,
123491,-4;22;-9,-10;30;-3,-11;19;-3,-8;26;0
123754,,,,
123762,-8;24;-6,-4;28;-8,-7;28;-8,-3;20;-1
124029,,,,
124032,-5;21;1,0;26;1,-6;24;-3,-10;21;3
124293,,,,
124295,-1;22;-1,-5;27;2,-3;31;-5,2;26;-3
124557,,,,
124559,0;25;-1,0;26;2,-5;33;0,-2;27;-1
124818,,,,
124820,-5;32;0,-4;28;1,-1;25;-8,-4;27;0
125086,,,,
125088,-4;30;0,-3;27;1,-2;28;-3,-8;19;0
125357,,,,
125359,-1;17;-5,-3;12;-1,-5;16;2,-4;17;-2
125619,,,,
125626,-6;19;2,-3;20;0,0;17;-3,1;21;-3
125893,,,,
125896,2;22;0,2;22;5,1;23;1,4;20;-1
126156,,,,
126159,4;23;0,5;23;0,4;23;1,7;24;0
126432,,,,
126434,5;24;5,8;27;5,3;24;9,2;23;-2
126697,,,,
126699,8;23;1,6;24;5,0;23;4,2;21;2
126957,,,,
126964,5;22;-1,4;24;-2,5;22;2,5;24;-4
127233,,,,
127235,4;31;-1,5;26;-1,6;27;0,5;26;2
127497,,,,
127499,1;26;5,6;28;2,4;26;6,1;22;0
127770,,,,
127773,2;24;1,5;24;-5,5;28;0,5;27;7
128033,,,,
128035,0;25;3,2;25;0,0;30;-2,3;23;-6
128303,,,,
128305,5;21;-3,-3;24;3,0;26;0,0;29;0
128572,,,,
128574,0;26;8,-1;25;6,2;26;0,0;26;1
128841,,,,
128849,1;28;3,3;22;3,2;24;10,-3;28;3
129110,,,,
129112,0;23;7,0;26;7,-2;23;0,1;22;0
129373,,,,
129375,3;24;1,0;32;-5,4;25;0,-1;30;4
129647,,,,
129650,2;26;3,0;30;4,0;23;5,-5;25;0
129910,,,,
129912,0;20;1,-4;21;4,-2;27;1,0;25;5
130179,,,,
130181,0;27;6,0;27;8,1;25;10,4;24;4
130448,,,,
130451,0;22;3,-3;20;4,1;22;2,-2;27;4
130711,,,,
130718,0;25;2,0;21;9,4;24;4,1;26;3
130988,,,,
130990,0;25;1,-3;28;-1,-1;28;-2,-4;29;0
131250,,,,
131252,4;24;1,0;21;2,1;22;3,0;22;2
131525,,,,
131528,1;23;0,2;27;-3,1;29;-1,-1;27;6
131788,,,,
131790,-2;20;4,2;24;3,0;26;2,0;26;0
132054,,,,
132057,0;27;8,0;25;5,2;25;5,3;26;1
132325,,,,
132328,-1;23;-3,0;25;-4,-1;26;3,0;25;0
132588,,,,
132596,0;23;4,0;23;-2,0;25;-5,0;31;1
132864,,,,
132866,1;23;-1,0;27;0,-2;27;-4,1;27;-6
133132,,,,
133135,0;25;-2,-1;25;-1,1;25;10,0;26;-1
133401,,,,
133403,2;24;-2,0;29;5,1;27;-7,1;27;-6
133670,,,,
133672,2;27;-4,3;27;-6,7;26;-7,7;26;-5
133945,,,,
133947,7;27;-11,5;25;-5,4;23;3,5;20;0
134216,,,,
134218,5;15;-7,9;19;-8,4;25;-2,5;24;0
134477,,,,
134499,8;22;-1,9;19;-1,5;20;-1,9;18;-6
134765,,,,
134767,4;25;-1,6;30;1,10;29;-1,8;23;-2
135042,,,,
135044,9;27;3,11;24;-2,9;28;-3,9;29;-12
135310,,,,
135313,11;24;-3,9;26;-4,9;28;0,11;26;0
135578,,,,
135580,9;25;-4,14;26;-3,8;25;0,9;24;0
135852,,,,
135854,7;22;-1,9;22;-7,9;25;-7,9;25;-1
136122,,,,
136125,15;23;3,19;22;-2,22;22;0,26;27;0
136391,,,,
136399,29;26;0,28;22;3,30;26;4,29;29;7
136667,,,,
136670,30;19;9,28;27;5,32;26;5,28;24;3
136929,,,,
136932,32;27;0,35;26;1,31;22;0,35;24;-1
137199,,,,
137201,36;26;1,30;25;5,35;23;4,33;25;6
137467,,,,
137469,33;24;2,31;22;0,36;24;5,30;25;9
137731,,,,
137738,30;24;0,31;26;9,30;23;4,26;22;5
138005,,,,
138007,28;20;4,34;19;0,32;25;3,31;22;0
138268,,,,
138270,34;20;5,33;20;4,23;20;1,32;26;1
138543,,,,
138546,31;21;2,29;21;3,28;20;1,31;19;2
138806,,,,
138809,31;21;0,31;20;4,26;17;4,29;19;7
139080,,,,
139083,29;23;1,27;21;5,27;20;3,26;19;3
139347,,,,
139351,31;19;4,26;18;5,27;19;5,28;22;2
139627,,,,
139630,26;20;1,31;20;2,23;20;8,27;20;6
139898,,,,
139901,28;23;6,31;22;8,23;20;7,26;20;0
140178,,,,
140181,28;17;2,26;18;7,32;23;1,26;27;6
140447,,,,
140450,26;26;3,32;16;5,32;17;4,35;22;5
140722,,,,
140729,30;21;5,26;19;5,29;20;1,29;22;11
140993,,,,
140996,33;23;2,27;21;5,28;24;2,28;23;0
141272,,,,
141280,32;22;9,31;21;7,32;22;8,30;23;5
141543,,,,
141546,29;23;3,29;23;3,28;23;7,28;20;9
141811,,,,
141814,29;23;6,30;24;5,27;21;5,27;23;6
142091,,,,
142093,28;22;4,26;20;3,27;20;2,30;24;6
142357,,,,
142360,24;24;6,25;23;5,24;22;2,24;23;3
142631,,,,
142635,24;20;7,26;22;5,28;23;5,29;23;6
142907,,,,
142910,23;25;4,23;22;3,26;24;3,25;25;2
143181,,,,
143184,25;23;5,29;25;6,27;20;5,29;21;3
143452,,,,
143454,28;19;2,26;25;2,25;25;6,24;20;4
143726,,,,
143729,28;19;4,25;20;2,26;24;5,28;24;8
143995,,,,
143998,28;22;5,29;20;4,30;20;4,30;19;8
144276,,,,
144279,29;20;7,27;21;2,29;23;3,29;20;3
144545,,,,
144548,28;19;3,27;20;6,28;23;7,32;23;10
144815,,,,
144823,28;22;4,30;23;2,29;22;5,30;24;6
145090,,,,
145093,29;22;6,28;23;7,29;21;5,28;21;8
145366,,,,
145373,30;22;6,31;24;7,28;23;6,28;21;4
145640,,,,
145643,27;23;6,28;22;4,26;22;2,27;22;6
145909,,,,
145912,25;20;6,25;21;5,27;22;5,24;22;5
146184,,,,
146187,24;22;4,22;23;4,19;20;3,15;23;1
146448,,,,
146451,15;21;0,19;23;-1,16;22;3,17;22;3
146723,,,,
146725,18;21;5,18;24;2,16;21;1,16;22;1
146992,,,,
146995,17;21;1,17;21;3,18;21;4,15;21;3
147274,,,,
147277,15;22;3,17;22;5,18;22;1,17;21;1
147542,,,,
147545,16;22;0,18;23;3,16;23;3,16;23;2
147816,,,,
147819,16;22;2,17;22;5,18;21;4,17;22;2
148079,,,,
148082,17;20;3,17;23;1,16;23;4,17;23;4
148342,,,,
148352,17;21;2,16;21;3,16;23;4,14;22;2
148619,,,,
148622,17;22;4,16;22;3,17;21;3,16;21;3
148889,,,,
148897,15;21;3,16;20;2,17;22;2,15;22;3
149169,,,,
149172,17;23;1,17;23;2,16;24;4,17;22;2
149431,,,,
149434,17;22;1,17;21;3,16;24;0,16;22;3
149706,,,,
149709,9;21;2,2;20;1,1;23;1,-1;22;-1
149980,,,,
149983,1;24;-1,1;21;-1,0;22;-2,0;21;-2
150251,,,,
150253,1;23;-1,1;22;-2,2;21;0,1;22;-2
150520,,,,
150522,2;21;-1,2;21;-2,4;23;1,4;22;1
150798,,,,
150801,1;21;-2,2;22;-1,2;21;-2,1;22;-3
151071,,,,
151074,2;22;2,6;20;2,2;20;-1,0;22;0
151352,,,,
151354,1;23;0,0;22;0,2;20;0,4;22;-1
151621,,,,
151623,3;20;-2,3;22;0,2;22;2,2;21;2
151898,,,,
151906,4;19;0,5;20;0,6;22;-2,2;19;3
152172,,,,
152175,3;22;-3,4;21;-1,4;23;1,4;21;1
152446,,,,
152455,6;21;1,6;20;3,4;21;0,6;20;-1
152718,,,,
152721,3;19;2,7;20;1,5;23;0,5;21;1
152985,,,,
152987,7;19;0,5;22;1,4;24;2,4;19;2
153288,,,,
153290,7;22;0,4;22;3,6;20;4,7;22;2
153561,,,,
153564,8;18;2,7;23;2,10;22;0,4;20;4
153839,,,,
153841,7;23;0,7;22;0,5;23;5,7;22;5
154110,,,,
154114,7;23;0,7;23;1,3;21;7,7;23;0
154393,,,,
154395,7;25;1,6;25;2,5;26;0,8;20;2
154668,,,,
154671,6;23;3,6;22;2,7;25;0,6;27;0
154945,,,,
154948,8;25;1,7;23;4,9;25;-1,7;22;1
155211,,,,
155214,7;21;2,10;22;5,6;22;4,9;24;5
155489,,,,
155526,6;25;2,8;22;2,7;18;5,9;24;2
155789,,,,
155792,6;26;6,7;19;7,9;24;2,11;21;-2
156059,,,,
156067,11;18;7,12;21;1,12;22;3,14;25;2
156333,,,,
156336,10;23;1,11;22;5,12;25;-2,16;23;2
156601,,,,
156609,12;26;-2,9;23;1,10;23;8,10;21;6
156876,,,,
156879,13;25;3,10;28;7,9;28;5,10;22;0
157146,,,,
157149,11;24;4,9;26;6,11;26;1,6;24;8
157427,,,,
157429,7;26;0,7;24;4,8;25;1,10;23;-4
157698,,,,
157701,5;28;0,7;26;0,9;29;7,7;30;3
157984,,,,
157987,4;29;5,7;28;1,6;28;2,7;30;-2
158253,,,,
158256,6;33;5,6;35;0,7;29;11,10;31;3
158526,,,,
158529,5;29;5,6;39;7,9;38;-1,7;35;-3
158790,,,,
158793,7;34;-3,8;35;4,6;36;6,8;33;8
159073,,,,
159075,3;36;-1,6;36;6,9;32;0,9;37;0
159342,,,,
159344,5;34;4,6;33;0,7;36;-3,6;34;6
159618,,,,
159625,7;37;0,5;39;0,6;39;0,6;41;4
159892,,,,
159894,6;45;2,6;44;2,6;40;0,6;39;-4
160166,,,,
160176,0;37;-3,3;39;3,1;40;0,2;38;4
160449,,,,
160451,0;40;0,1;41;-4,0;42;-4,0;43;-2
160717,,,,
160720,0;48;1,2;45;-2,-4;45;4,-1;47;1
160994,,,,
160997,0;48;-2,0;47;1,-1;49;1,-2;47;3
161267,,,,
161270,3;48;-5,-1;41;-4,-3;44;-10,0;41;-2
161544,,,,
161547,-2;46;7,-3;53;1,0;60;-7,-1;49;-6
161819,,,,
161822,0;43;-4,-1;49;0,1;49;-1,2;51;9
162094,,,,
162097,0;52;-3,-1;51;8,-3;51;5,-4;46;-3
162370,,,,
162372,0;50;-9,-1;41;3,-1;40;9,-5;40;11
162651,,,,
162653,0;44;0,0;38;0,6;31;-3,0;32;0
162920,,,,
162922,0;35;2,-2;34;2,0;29;3,0;25;1
163192,,,,
163200,1;29;0,-1;30;2,-2;26;-1,-3;23;-1
163471,,,,
163473,-4;25;-2,-1;24;-1,-4;28;-1,-3;26;1
163745,,,,
163755,-7;22;1,-5;24;4,-4;19;1,-5;28;0
164021,,,,
164024,-8;24;1,-9;26;-3,-8;22;-1,-13;26;-1
164297,,,,
164305,-9;23;-1,-10;23;0,-7;26;-2,-12;25;2
164572,,,,
164575,-10;28;-1,-13;25;0,-14;26;-2,-12;25;-3
164846,,,,
164855,-12;25;0,-11;23;-3,-10;23;-4,-12;25;-1
165121,,,,
165124,-14;26;2,-12;25;0,-14;25;-3,-16;23;-2
165398,,,,
165400,-9;21;-3,-9;21;1,-12;17;-5,-14;16;-3
165672,,,,
165676,-13;23;0,-15;20;6,-14;24;3,-14;27;-5
165944,,,,
165946,-11;21;-5,-16;21;2,-3;15;-5,-10;19;-9
166222,,,,
166225,-7;16;-3,-5;17;-2,-3;20;0,-3;12;-1
166498,,,,
166500,-16;25;4,-14;23;3,-7;20;-5,-7;17;-2
166770,,,,
166773,-14;28;8,-15;26;4,-12;26;0,-13;27;1
167040,,,,
167043,-4;19;1,-5;23;-5,-3;14;0,-14;26;-1
167320,,,,
167323,-6;28;-1,-14;27;0,-13;33;0,-10;25;4
167587,,,,
167590,-11;30;-1,-9;22;-3,-13;23;0,-12;26;-3
167863,,,,
167865,-5;22;0,-11;21;0,-8;19;-4,-8;18;0
168147,,,,
168151,-4;20;4,-10;25;-4,-13;21;-1,-11;22;0
168418,,,,
168421,-9;24;0,-2;23;-4,-5;24;-2,-10;21;-1
168688,,,,
168691,-5;21;0,-5;20;1,-1;19;1,-2;23;-1
168968,,,,
168971,-5;23;3,-8;17;-7,-5;19;-4,0;23;-7
169238,,,,
169241,-5;22;-1,-11;18;-3,-14;22;-2,-7;21;0
169507,,,,
169516,-9;25;0,-10;25;-3,-10;29;-6,-9;24;-2
169777,,,,
169779,-8;28;-1,-10;31;-2,-6;26;-8,-8;23;-8
170047,,,,
170055,-11;22;-6,-11;23;-3,-8;20;-5,-12;28;0
170328,,,,
170331,-6;26;-4,-6;22;-5,-10;24;-3,-3;21;-10
170600,,,,
170609,-9;25;-2,-7;25;0,-10;21;0,-4;27;-6
170872,,,,
170875,-8;26;-1,-1;21;-4,0;27;-6,1;30;0
171141,,,,
171148,-1;25;3,-2;28;-1,-5;24;-5,-1;29;-3
171416,,,,
171419,-5;24;-8,3;29;-5,-1;36;3,-1;27;0
171687,,,,
171691,1;28;0,1;26;2,-2;32;3,0;33;6
171966,,,,
171969,0;29;-4,3;27;-5,-4;28;-3,-1;32;-6
172238,,,,
172241,0;28;0,-1;34;0,-3;26;3,-5;30;0
172568,,,,
172571,-7;31;3,3;25;0,-5;33;2,2;30;0
172839,,,,
172843,-2;31;0,-2;34;3,-4;27;3,-9;27;19
173111,,,,
173114,2;21;-2,-1;34;3,0;32;0,-2;25;-5
173380,,,,
173383,-2;32;0,-4;25;-1,-2;19;-3,-1;25;6
173654,,,,
173657,-7;22;0,0;27;0,-1;24;-1,-5;24;0
173918,,,,
173921,0;31;-4,-2;23;-2,-8;26;3,-12;25;1
174188,,,,
174196,-5;23;0,-5;27;1,-4;30;0,-2;25;-5
174470,,,,
174472,-8;21;-2,-4;22;0,-4;29;6,-7;25;0
174744,,,,
174751,-3;29;0,-8;27;2,-3;28;-1,0;27;0
175013,,,,
175015,-3;24;-2,-1;27;-1,-2;30;0,-5;32;4
175288,,,,
175297,0;25;0,0;23;-1,-4;21;0,-2;29;0
175563,,,,
175566,-4;20;-1,-2;32;1,0;30;1,3;30;7
175834,,,,
175836,0;25;0,1;29;1,0;27;-2,-2;27;-3
176107,,,,
176110,0;28;-4,1;25;2,-2;32;0,2;22;-1
176370,,,,
176373,-3;24;-3,-2;27;-4,-2;23;-3,3;32;4
176646,,,,
176649,1;30;-5,0;26;-2,0;30;4,-5;24;0
176916,,,,
176919,-2;32;6,-3;24;2,2;25;-1,0;25;0
177190,,,,
177192,3;28;0,-10;20;5,-2;25;1,-2;27;-5
177466,,,,
177469,-3;25;0,2;23;-6,-1;26;0,-3;29;4
177744,,,,
177746,0;28;-1,0;26;-4,-3;28;0,-5;33;1
178009,,,,
178012,0;21;-3,0;24;-6,-5;26;10,-4;27;2
178280,,,,
