,index,acc1,acc2,acc3,acc4,duration
78,84706,0;27;7,9;31;0,9;34;-1,8;7;4,84706
79,84968,,,,,84968
80,84970,0;19;-2,4;22;6,-5;16;11,8;16;1,84970
81,85248,,,,,85248
82,85251,10;13;5,7;21;-2,1;20;-11,10;25;5,85251
83,85512,,,,,85512
84,85515,10;14;1,4;24;0,9;8;-8,4;16;-6,85515
85,85790,,,,,85790
86,85792,7;16;1,5;15;-4,10;15;5,5;14;6,85792
87,86055,,,,,86055
88,86057,10;20;-4,9;17;-4,7;24;-2,0;19;-4,86057
89,86318,,,,,86318
90,86321,4;18;1,7;15;-3,12;22;4,8;12;0,86321
91,86590,,,,,86590
92,86592,10;16;7,8;31;-6,-1;8;5,2;17;5,86592
93,86856,,,,,86856
94,86858,13;30;-4,9;21;2,6;14;-8,14;1;-11,86858
95,87148,,,,,87148
96,87151,12;30;7,10;17;6,3;17;11,3;18;-4,87151
97,87425,,,,,87425
98,87428,4;16;2,9;43;-4,15;21;8,3;13;-2,87428
99,87694,,,,,87694
100,87696,0;12;2,10;21;15,7;15;16,2;18;9,87696
101,87964,,,,,87964
102,87966,4;22;10,0;18;7,3;26;1,5;19;0,87966
103,88232,,,,,88232
104,88236,3;12;0,7;18;0,9;20;-1,7;20;14,88236
105,88495,,,,,88495
106,88502,7;13;9,0;18;19,9;20;13,1;20;11,88502
107,88764,,,,,88764
108,88766,10;15;8,1;23;10,4;15;7,4;21;2,88766
109,89028,,,,,89028
110,89030,5;20;-3,11;23;3,3;28;2,7;27;-3,89030
111,89295,,,,,89295
112,89298,5;15;4,5;16;-3,11;28;-3,3;22;2,89298
113,89559,,,,,89559
114,89561,13;16;-1,9;25;-2,12;21;1,11;23;0,89561
115,89821,,,,,89821
116,89828,9;24;-6,10;27;7,12;23;7,1;29;7,89828
117,90099,,,,,90099
118,90101,0;20;4,11;20;5,1;13;-1,6;24;0,90101
119,90365,,,,,90365
120,90369,4;21;-11,3;29;-5,8;17;0,0;30;6,90369
121,90648,,,,,90648
122,90650,7;26;-10,10;19;7,3;16;7,8;29;-7,90650
123,90910,,,,,90910
124,90912,0;16;-3,8;14;-12,13;20;-4,2;33;-7,90912
125,91172,,,,,91172
126,91180,10;16;6,1;20;0,3;18;-3,2;20;-5,91180
127,91448,,,,,91448
128,91450,6;18;0,7;13;-3,6;13;3,6;23;-1,91450
129,91711,,,,,91711
130,91713,3;14;5,5;18;-5,4;17;0,6;13;-5,91713
131,91981,,,,,91981
132,91984,5;28;-16,0;23;0,9;20;-9,5;17;4,91984
133,92249,,,,,92249
134,92251,3;23;0,5;18;-3,3;23;0,4;22;-6,92251
135,92511,,,,,92511
136,92518,5;19;0,6;32;-2,6;28;2,4;19;-6,92518
137,92788,,,,,92788
138,92791,8;18;2,3;21;-9,9;18;3,2;21;0,92791
139,93049,,,,,93049
140,93052,11;34;-4,11;20;-8,9;20;-7,11;25;2,93052
141,93322,,,,,93322
142,93324,8;24;3,9;25;4,8;21;3,8;15;3,93324
143,93589,,,,,93589
144,93591,8;20;-2,5;19;5,11;21;3,3;22;3,93591
145,93850,,,,,93850
146,93856,6;20;3,5;25;10,6;16;6,7;21;6,93856
147,94126,,,,,94126
148,94128,5;22;2,3;25;1,4;15;4,4;17;-1,94128
149,94389,,,,,94389
150,94391,12;25;0,6;14;6,12;20;2,10;17;1,94391
151,94661,,,,,94661
152,94663,13;34;0,9;13;6,7;35;3,10;40;6,94663
153,94926,,,,,94926
154,94928,7;21;6,6;26;2,4;28;4,9;20;0,94928
155,95188,,,,,95188
156,95196,10;24;6,8;25;1,7;21;-4,11;21;0,95196
157,95461,,,,,95461
158,95463,7;26;1,10;25;-4,11;21;4,4;22;1,95463
159,95727,,,,,95727
160,95729,11;28;-5,11;24;-1,9;29;3,8;28;3,95729
161,95995,,,,,95995
162,95997,10;24;8,14;22;11,11;20;11,9;21;10,95997
163,96265,,,,,96265
164,96267,24;16;-2,9;15;-2,15;8;5,14;21;-11,96267
165,96547,,,,,96547
166,96555,7;26;18,10;32;4,15;19;3,7;21;3,96555
167,96818,,,,,96818
168,96820,7;22;14,10;13;5,12;17;-12,13;20;0,96820
169,97079,,,,,97079
170,97081,12;17;6,1;10;14,12;25;5,15;25;2,97081
171,97346,,,,,97346
172,97349,2;25;2,14;20;0,22;19;2,8;26;-6,97349
173,97609,,,,,97609
174,97611,19;21;5,12;21;10,20;24;-1,12;20;5,97611
175,97873,,,,,97873
176,97875,18;27;5,10;9;4,13;16;3,14;3;3,97875
177,98142,,,,,98142
178,98144,17;20;18,21;22;7,23;16;15,13;12;1,98144
179,98405,,,,,98405
180,98407,31;18;2,19;6;10,20;9;3,27;24;3,98407
181,98673,,,,,98673
182,98675,21;-6;-12,24;33;4,11;29;1,27;29;1,98675
183,98939,,,,,98939
184,98941,13;24;12,22;28;-9,20;22;6,11;23;13,98941
185,99206,,,,,99206
186,99208,19;21;9,19;26;2,16;16;3,13;18;12,99208
187,99475,,,,,99475
188,99477,11;27;11,14;27;4,11;28;15,12;30;0,99477
189,99740,,,,,99740
190,99743,10;21;0,17;18;4,9;28;5,10;26;2,99743
191,100013,,,,,100013
192,100015,12;19;0,11;18;-1,12;20;1,16;20;-6,100015
193,100276,,,,,100276
194,100278,15;33;3,15;32;1,14;26;0,16;15;-1,100278
195,100544,,,,,100544
196,100551,19;20;8,12;25;6,9;19;-1,8;14;4,100551
197,100819,,,,,100819
198,100822,9;19;6,14;25;8,18;23;5,21;23;2,100822
199,101083,,,,,101083
200,101085,16;24;-5,24;22;-2,19;23;5,18;23;3,101085
201,101352,,,,,101352
202,101354,23;20;9,24;21;2,24;20;1,21;18;6,101354
203,101620,,,,,101620
204,101622,19;23;2,24;20;5,24;16;0,19;21;1,101622
205,101886,,,,,101886
206,101890,26;22;-4,20;18;-2,20;23;7,19;18;3,101890
207,102159,,,,,102159
208,102161,19;19;11,24;19;1,21;20;6,22;12;-3,102161
209,102420,,,,,102420
210,102428,18;25;3,18;21;-1,14;23;8,18;22;-1,102428
211,102699,,,,,102699
212,102701,14;18;11,18;25;8,15;22;8,16;18;5,102701
213,102959,,,,,102959
214,102961,18;22;3,20;23;9,15;23;8,15;20;3,102961
215,103230,,,,,103230
216,103233,16;19;5,14;21;2,15;21;1,18;19;5,103233
217,103498,,,,,103498
218,103500,18;13;0,17;20;7,19;24;6,20;18;5,103500
219,103767,,,,,103767
220,103769,19;15;2,22;16;6,21;20;2,19;17;2,103769
221,104036,,,,,104036
222,104038,17;18;6,21;18;1,20;20;8,22;24;3,104038
223,104298,,,,,104298
224,104305,22;14;4,22;12;7,25;16;5,23;14;3,104305
225,104573,,,,,104573
226,104576,22;20;6,24;17;4,23;14;5,21;16;6,104576
227,104840,,,,,104840
228,104842,21;17;4,20;16;7,19;16;3,22;20;7,104842
229,105118,,,,,105118
230,105120,18;19;7,22;19;3,21;17;3,19;14;2,105120
231,105389,,,,,105389
232,105391,22;18;6,21;18;5,19;23;1,20;19;7,105391
233,105654,,,,,105654
234,105656,19;19;6,16;19;1,16;17;4,16;18;3,105656
235,105924,,,,,105924
236,105926,14;17;3,15;17;2,14;18;2,12;18;2,105926
237,106188,,,,,106188
238,106196,14;18;4,12;20;2,12;16;3,14;16;2,106196
239,106463,,,,,106463
240,106465,14;16;3,12;17;4,12;17;5,14;17;3,106465
241,106725,,,,,106725
242,106728,11;17;1,12;17;2,12;18;5,12;19;3,106728
243,106994,,,,,106994
244,106996,11;18;3,11;17;4,9;19;3,6;18;2,106996
245,107264,,,,,107264
246,107266,0;18;2,3;18;0,6;19;0,5;17;0,107266
247,107534,,,,,107534
248,107557,2;16;0,3;17;0,4;17;0,3;18;0,107557
249,107827,,,,,107827
250,107829,4;17;1,2;18;-2,3;18;2,2;19;6,107829
251,108089,,,,,108089
252,108092,4;20;-1,4;18;-2,4;18;2,5;16;1,108092
253,108364,,,,,108364
254,108366,3;19;0,3;17;-3,2;19;1,3;18;0,108366
255,108647,,,,,108647
256,108650,3;17;0,4;17;0,3;18;0,4;18;4,108650
257,108920,,,,,108920
258,108922,3;17;1,4;17;-1,1;19;0,4;19;-1,108922
259,109191,,,,,109191
260,109193,2;18;-1,1;19;0,0;18;1,0;18;1,109193
261,109453,,,,,109453
262,109460,0;18;0,1;18;-1,0;17;0,4;19;1,109460
263,109728,,,,,109728
264,109730,2;17;0,-2;19;0,1;19;-1,-1;16;-2,109730
265,109991,,,,,109991
266,109993,1;17;0,3;13;0,0;18;-2,0;19;-1,109993
267,110266,,,,,110266
268,110269,0;18;0,-3;19;0,-4;17;-2,-5;18;-3,110269
269,110529,,,,,110529
270,110531,-4;19;-4,-8;19;-2,-7;18;-1,-8;19;-1,110531
271,110795,,,,,110795
272,110798,-8;18;-2,-10;18;-1,-9;18;-3,-8;20;-5,110798
273,111067,,,,,111067
274,111070,-11;17;-3,-7;21;-2,-9;17;0,-9;17;0,111070
275,111341,,,,,111341
276,111349,-9;18;-1,-14;17;-3,-9;17;-4,-10;16;-5,111349
277,111623,,,,,111623
278,111626,-10;17;-5,-12;16;2,-10;19;1,-11;17;0,111626
279,111892,,,,,111892
280,111894,-11;16;-4,-9;19;-7,-10;12;-2,-10;20;-2,111894
281,112159,,,,,112159
282,112161,-8;20;-2,-10;20;-1,-10;19;-3,-6;19;-5,112161
283,112431,,,,,112431
284,112434,-6;20;-3,-8;19;-1,-3;21;-9,-9;18;-10,112434
285,112699,,,,,112699
286,112701,-3;24;2,-2;29;-2,-8;26;5,-5;25;1,112701
287,112963,,,,,112963
288,112965,-4;20;2,-2;19;2,-1;21;0,-5;23;0,112965
289,113232,,,,,113232
290,113239,1;22;-1,-4;23;-5,-1;18;-8,0;19;-6,113239
291,113507,,,,,113507
292,113509,-3;25;7,-1;33;3,-3;29;14,0;27;7,113509
293,113770,,,,,113770
294,113772,0;28;-2,-1;30;0,2;29;-8,3;27;-1,113772
295,114046,,,,,114046
296,114049,6;36;2,3;37;-1,2;36;0,6;35;8,114049
297,114308,,,,,114308
298,114311,2;40;2,0;39;6,0;40;0,2;45;4,114311
299,114575,,,,,114575
300,114577,3;47;-7,-2;46;0,10;47;4,2;57;6,114577
301,114846,,,,,114846
302,114848,5;55;-3,6;58;-3,4;53;12,11;55;13,114848
303,115109,,,,,115109
304,115118,10;64;-6,6;58;3,19;56;-14,14;58;-9,115118
305,115391,,,,,115391
306,115393,12;61;4,10;45;2,13;55;5,13;58;0,115393
307,115659,,,,,115659
308,115661,13;64;15,13;54;9,14;55;-5,15;53;0,115661
309,115928,,,,,115928
310,115931,11;49;11,16;55;1,16;50;-2,13;48;0,115931
311,116191,,,,,116191
312,116193,13;23;-9,4;41;7,5;47;1,21;43;21,116193
313,116490,,,,,116490
314,116492,5;49;-10,8;30;1,8;32;-6,0;33;-2,116492
315,116754,,,,,116754
316,116756,-2;37;-3,-4;40;-3,-8;40;1,7;38;-4,116756
317,117019,,,,,117019
318,117026,2;32;11,-6;35;0,-5;32;-8,-6;33;-9,117026
319,117292,,,,,117292
320,117295,-6;25;-7,-6;23;-2,-8;25;-1,-9;27;0,117295
321,117554,,,,,117554
322,117556,-8;24;0,-10;26;-1,-7;25;-3,-6;28;-2,117556
323,117823,,,,,117823
324,117825,-9;25;0,-6;27;-3,-6;26;-3,-8;25;1,117825
325,118089,,,,,118089
326,118091,-9;26;0,-8;26;0,-7;27;1,-7;27;0,118091
327,118362,,,,,118362
328,118365,-9;22;-3,-9;21;-3,-10;22;-7,-8;24;-6,118365
329,118631,,,,,118631
330,118633,-10;23;-3,-15;30;1,-12;25;-2,-16;30;0,118633
331,118894,,,,,118894
332,118902,-4;18;-1,-4;22;-6,-13;26;-1,-12;24;-3,118902
333,119169,,,,,119169
334,119172,-8;22;-8,-13;24;-4,-9;24;0,-4;22;-5,119172
335,119431,,,,,119431
336,119433,-14;22;-2,-9;23;-5,-12;30;-1,-8;23;-4,119433
337,119713,,,,,119713
338,119715,-10;24;-4,-10;24;-5,-7;23;-3,-10;27;-1,119715
339,119989,,,,,119989
340,119991,-11;26;-3,-12;28;-6,-13;25;-3,-12;28;0,119991
341,120263,,,,,120263
342,120265,-6;28;-6,-8;28;-4,-9;30;-8,-13;28;-3,120265
343,120548,,,,,120548
344,120550,-9;27;-6,-10;25;-4,-5;31;-2,-4;27;-3,120550
345,120818,,,,,120818
346,120820,-4;23;0,-4;24;-1,-2;23;-3,-2;24;-1,120820
347,121090,,,,,121090
348,121092,-3;24;-3,-3;29;-4,-1;27;-1,-7;27;-2,121092
349,121352,,,,,121352
350,121360,-9;26;-3,-11;27;0,-10;28;0,-5;24;0,121360
351,121628,,,,,121628
352,121630,-10;32;6,-17;26;1,-11;21;-1,-11;27;-6,121630
353,121889,,,,,121889
354,121892,-10;23;-5,-8;26;-5,-11;23;0,-8;29;-4,121892
355,122159,,,,,122159
356,122161,-9;25;-6,-10;23;-14,-10;29;-1,-9;28;-3,122161
357,122422,,,,,122422
358,122424,-19;31;2,-15;29;0,-13;32;0,-7;29;-2,122424
359,122691,,,,,122691
360,122693,-8;28;1,-7;24;-8,-6;28;-2,-9;28;-7,122693
361,122953,,,,,122953
362,122956,-12;26;2,-9;27;-2,-11;30;-9,-14;28;-1,122956
363,123216,,,,,123216
364,123224,-5;25;-4,-4;22;-3,-4;23;-8,-8;24;-2,123224
365,123489,,,,,123489
366,123491,-4;22;-9,-10;30;-3,-11;19;-3,-8;26;0,123491
367,123754,,,,,123754
368,123762,-8;24;-6,-4;28;-8,-7;28;-8,-3;20;-1,123762
369,124029,,,,,124029
370,124032,-5;21;1,0;26;1,-6;24;-3,-10;21;3,124032
371,124293,,,,,124293
372,124295,-1;22;-1,-5;27;2,-3;31;-5,2;26;-3,124295
373,124557,,,,,124557
374,124559,0;25;-1,0;26;2,-5;33;0,-2;27;-1,124559
375,124818,,,,,124818
376,124820,-5;32;0,-4;28;1,-1;25;-8,-4;27;0,124820
377,125086,,,,,125086
378,125088,-4;30;0,-3;27;1,-2;28;-3,-8;19;0,125088
379,125357,,,,,125357
380,125359,-1;17;-5,-3;12;-1,-5;16;2,-4;17;-2,125359
381,125619,,,,,125619
382,125626,-6;19;2,-3;20;0,0;17;-3,1;21;-3,125626
383,125893,,,,,125893
384,125896,2;22;0,2;22;5,1;23;1,4;20;-1,125896
385,126156,,,,,126156
386,126159,4;23;0,5;23;0,4;23;1,7;24;0,126159
387,126432,,,,,126432
388,126434,5;24;5,8;27;5,3;24;9,2;23;-2,126434
389,126697,,,,,126697
390,126699,8;23;1,6;24;5,0;23;4,2;21;2,126699
391,126957,,,,,126957
392,126964,5;22;-1,4;24;-2,5;22;2,5;24;-4,126964
393,127233,,,,,127233
394,127235,4;31;-1,5;26;-1,6;27;0,5;26;2,127235
395,127497,,,,,127497
396,127499,1;26;5,6;28;2,4;26;6,1;22;0,127499
397,127770,,,,,127770
398,127773,2;24;1,5;24;-5,5;28;0,5;27;7,127773
399,128033,,,,,128033
400,128035,0;25;3,2;25;0,0;30;-2,3;23;-6,128035
401,128303,,,,,128303
402,128305,5;21;-3,-3;24;3,0;26;0,0;29;0,128305
403,128572,,,,,128572
404,128574,0;26;8,-1;25;6,2;26;0,0;26;1,128574
405,128841,,,,,128841
406,128849,1;28;3,3;22;3,2;24;10,-3;28;3,128849
407,129110,,,,,129110
408,129112,0;23;7,0;26;7,-2;23;0,1;22;0,129112
409,129373,,,,,129373
410,129375,3;24;1,0;32;-5,4;25;0,-1;30;4,129375
411,129647,,,,,129647
412,129650,2;26;3,0;30;4,0;23;5,-5;25;0,129650
413,129910,,,,,129910
414,129912,0;20;1,-4;21;4,-2;27;1,0;25;5,129912
415,130179,,,,,130179
416,130181,0;27;6,0;27;8,1;25;10,4;24;4,130181
417,130448,,,,,130448
418,130451,0;22;3,-3;20;4,1;22;2,-2;27;4,130451
419,130711,,,,,130711
420,130718,0;25;2,0;21;9,4;24;4,1;26;3,130718
421,130988,,,,,130988
422,130990,0;25;1,-3;28;-1,-1;28;-2,-4;29;0,130990
423,131250,,,,,131250
424,131252,4;24;1,0;21;2,1;22;3,0;22;2,131252
425,131525,,,,,131525
426,131528,1;23;0,2;27;-3,1;29;-1,-1;27;6,131528
427,131788,,,,,131788
428,131790,-2;20;4,2;24;3,0;26;2,0;26;0,131790
429,132054,,,,,132054
430,132057,0;27;8,0;25;5,2;25;5,3;26;1,132057
431,132325,,,,,132325
432,132328,-1;23;-3,0;25;-4,-1;26;3,0;25;0,132328
433,132588,,,,,132588
434,132596,0;23;4,0;23;-2,0;25;-5,0;31;1,132596
435,132864,,,,,132864
436,132866,1;23;-1,0;27;0,-2;27;-4,1;27;-6,132866
437,133132,,,,,133132
438,133135,0;25;-2,-1;25;-1,1;25;10,0;26;-1,133135
439,133401,,,,,133401
440,133403,2;24;-2,0;29;5,1;27;-7,1;27;-6,133403
441,133670,,,,,133670
442,133672,2;27;-4,3;27;-6,7;26;-7,7;26;-5,133672
443,133945,,,,,133945
444,133947,7;27;-11,5;25;-5,4;23;3,5;20;0,133947
445,134216,,,,,134216
446,134218,5;15;-7,9;19;-8,4;25;-2,5;24;0,134218
447,134477,,,,,134477
448,134499,8;22;-1,9;19;-1,5;20;-1,9;18;-6,134499
449,134765,,,,,134765
450,134767,4;25;-1,6;30;1,10;29;-1,8;23;-2,134767
451,135042,,,,,135042
452,135044,9;27;3,11;24;-2,9;28;-3,9;29;-12,135044
453,135310,,,,,135310
454,135313,11;24;-3,9;26;-4,9;28;0,11;26;0,135313
455,135578,,,,,135578
456,135580,9;25;-4,14;26;-3,8;25;0,9;24;0,135580
457,135852,,,,,135852
458,135854,7;22;-1,9;22;-7,9;25;-7,9;25;-1,135854
459,136122,,,,,136122
460,136125,15;23;3,19;22;-2,22;22;0,26;27;0,136125
461,136391,,,,,136391
462,136399,29;26;0,28;22;3,30;26;4,29;29;7,136399
463,136667,,,,,136667
464,136670,30;19;9,28;27;5,32;26;5,28;24;3,136670
465,136929,,,,,136929
466,136932,32;27;0,35;26;1,31;22;0,35;24;-1,136932
467,137199,,,,,137199
468,137201,36;26;1,30;25;5,35;23;4,33;25;6,137201
469,137467,,,,,137467
470,137469,33;24;2,31;22;0,36;24;5,30;25;9,137469
471,137731,,,,,137731
472,137738,30;24;0,31;26;9,30;23;4,26;22;5,137738
473,138005,,,,,138005
474,138007,28;20;4,34;19;0,32;25;3,31;22;0,138007
475,138268,,,,,138268
476,138270,34;20;5,33;20;4,23;20;1,32;26;1,138270
477,138543,,,,,138543
478,138546,31;21;2,29;21;3,28;20;1,31;19;2,138546
479,138806,,,,,138806
480,138809,31;21;0,31;20;4,26;17;4,29;19;7,138809
481,139080,,,,,139080
482,139083,29;23;1,27;21;5,27;20;3,26;19;3,139083
483,139347,,,,,139347
484,139351,31;19;4,26;18;5,27;19;5,28;22;2,139351
485,139627,,,,,139627
486,139630,26;20;1,31;20;2,23;20;8,27;20;6,139630
487,139898,,,,,139898
488,139901,28;23;6,31;22;8,23;20;7,26;20;0,139901
489,140178,,,,,140178
490,140181,28;17;2,26;18;7,32;23;1,26;27;6,140181
491,140447,,,,,140447
492,140450,26;26;3,32;16;5,32;17;4,35;22;5,140450
493,140722,,,,,140722
494,140729,30;21;5,26;19;5,29;20;1,29;22;11,140729
495,140993,,,,,140993
496,140996,33;23;2,27;21;5,28;24;2,28;23;0,140996
497,141272,,,,,141272
498,141280,32;22;9,31;21;7,32;22;8,30;23;5,141280
499,141543,,,,,141543
500,141546,29;23;3,29;23;3,28;23;7,28;20;9,141546
501,141811,,,,,141811
502,141814,29;23;6,30;24;5,27;21;5,27;23;6,141814
503,142091,,,,,142091
504,142093,28;22;4,26;20;3,27;20;2,30;24;6,142093
505,142357,,,,,142357
506,142360,24;24;6,25;23;5,24;22;2,24;23;3,142360
507,142631,,,,,142631
508,142635,24;20;7,26;22;5,28;23;5,29;23;6,142635
509,142907,,,,,142907
510,142910,23;25;4,23;22;3,26;24;3,25;25;2,142910
511,143181,,,,,143181
512,143184,25;23;5,29;25;6,27;20;5,29;21;3,143184
513,143452,,,,,143452
514,143454,28;19;2,26;25;2,25;25;6,24;20;4,143454
515,143726,,,,,143726
516,143729,28;19;4,25;20;2,26;24;5,28;24;8,143729
517,143995,,,,,143995
518,143998,28;22;5,29;20;4,30;20;4,30;19;8,143998
519,144276,,,,,144276
520,144279,29;20;7,27;21;2,29;23;3,29;20;3,144279
521,144545,,,,,144545
522,144548,28;19;3,27;20;6,28;23;7,32;23;10,144548
523,144815,,,,,144815
524,144823,28;22;4,30;23;2,29;22;5,30;24;6,144823
525,145090,,,,,145090
526,145093,29;22;6,28;23;7,29;21;5,28;21;8,145093
527,145366,,,,,145366
528,145373,30;22;6,31;24;7,28;23;6,28;21;4,145373
529,145640,,,,,145640
530,145643,27;23;6,28;22;4,26;22;2,27;22;6,145643
531,145909,,,,,145909
532,145912,25;20;6,25;21;5,27;22;5,24;22;5,145912
533,146184,,,,,146184
534,146187,24;22;4,22;23;4,19;20;3,15;23;1,146187
535,146448,,,,,146448
536,146451,15;21;0,19;23;-1,16;22;3,17;22;3,146451
537,146723,,,,,146723
538,146725,18;21;5,18;24;2,16;21;1,16;22;1,146725
539,146992,,,,,146992
540,146995,17;21;1,17;21;3,18;21;4,15;21;3,146995
541,147274,,,,,147274
542,147277,15;22;3,17;22;5,18;22;1,17;21;1,147277
543,147542,,,,,147542
544,147545,16;22;0,18;23;3,16;23;3,16;23;2,147545
545,147816,,,,,147816
546,147819,16;22;2,17;22;5,18;21;4,17;22;2,147819
547,148079,,,,,148079
548,148082,17;20;3,17;23;1,16;23;4,17;23;4,148082
549,148342,,,,,148342
550,148352,17;21;2,16;21;3,16;23;4,14;22;2,148352
551,148619,,,,,148619
552,148622,17;22;4,16;22;3,17;21;3,16;21;3,148622
553,148889,,,,,148889
554,148897,15;21;3,16;20;2,17;22;2,15;22;3,148897
555,149169,,,,,149169
556,149172,17;23;1,17;23;2,16;24;4,17;22;2,149172
557,149431,,,,,149431
558,149434,17;22;1,17;21;3,16;24;0,16;22;3,149434
559,149706,,,,,149706
560,149709,9;21;2,2;20;1,1;23;1,-1;22;-1,149709
561,149980,,,,,149980
562,149983,1;24;-1,1;21;-1,0;22;-2,0;21;-2,149983
563,150251,,,,,150251
564,150253,1;23;-1,1;22;-2,2;21;0,1;22;-2,150253
565,150520,,,,,150520
566,150522,2;21;-1,2;21;-2,4;23;1,4;22;1,150522
567,150798,,,,,150798
568,150801,1;21;-2,2;22;-1,2;21;-2,1;22;-3,150801
569,151071,,,,,151071
570,151074,2;22;2,6;20;2,2;20;-1,0;22;0,151074
571,151352,,,,,151352
572,151354,1;23;0,0;22;0,2;20;0,4;22;-1,151354
573,151621,,,,,151621
574,151623,3;20;-2,3;22;0,2;22;2,2;21;2,151623
575,151898,,,,,151898
576,151906,4;19;0,5;20;0,6;22;-2,2;19;3,151906
577,152172,,,,,152172
578,152175,3;22;-3,4;21;-1,4;23;1,4;21;1,152175
579,152446,,,,,152446
580,152455,6;21;1,6;20;3,4;21;0,6;20;-1,152455
581,152718,,,,,152718
582,152721,3;19;2,7;20;1,5;23;0,5;21;1,152721
583,152985,,,,,152985
584,152987,7;19;0,5;22;1,4;24;2,4;19;2,152987
585,153288,,,,,153288
586,153290,7;22;0,4;22;3,6;20;4,7;22;2,153290
587,153561,,,,,153561
588,153564,8;18;2,7;23;2,10;22;0,4;20;4,153564
589,153839,,,,,153839
590,153841,7;23;0,7;22;0,5;23;5,7;22;5,153841
591,154110,,,,,154110
592,154114,7;23;0,7;23;1,3;21;7,7;23;0,154114
593,154393,,,,,154393
594,154395,7;25;1,6;25;2,5;26;0,8;20;2,154395
595,154668,,,,,154668
596,154671,6;23;3,6;22;2,7;25;0,6;27;0,154671
597,154945,,,,,154945
598,154948,8;25;1,7;23;4,9;25;-1,7;22;1,154948
599,155211,,,,,155211
600,155214,7;21;2,10;22;5,6;22;4,9;24;5,155214
601,155489,,,,,155489
602,155526,6;25;2,8;22;2,7;18;5,9;24;2,155526
603,155789,,,,,155789
604,155792,6;26;6,7;19;7,9;24;2,11;21;-2,155792
605,156059,,,,,156059
606,156067,11;18;7,12;21;1,12;22;3,14;25;2,156067
607,156333,,,,,156333
