,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
143,93922,1581.0,26.718953,18,17,14.58,93922
144,94191,1579.0,26.718953,18,16,14.53,94191
145,94472,1567.0,26.097582,18,17,14.52,94472
146,94742,1564.0,26.097582,18,17,14.49,94742
147,95016,1557.0,26.097582,18,16,14.5,95016
148,95286,1547.0,25.476211,18,17,14.56,95286
149,95563,1518.0,25.476211,18,17,14.54,95563
150,95830,1514.0,25.476211,18,17,14.42,95830
151,96107,1515.0,24.85484,18,17,14.4,96107
152,96424,1492.0,24.85484,18,18,14.45,96424
153,96697,1457.0,24.233469,18,18,14.45,96697
154,96970,1461.0,24.233469,18,18,14.4,96970
155,97246,1456.0,24.233469,18,18,14.34,97246
156,97520,1443.0,23.612098,18,18,14.4,97520
157,97787,1418.0,23.612098,18,18,14.37,97787
158,98069,1418.0,22.990727,18,18,14.38,98069
159,98339,1410.0,22.990727,18,18,14.42,98339
160,98608,1388.0,22.990727,18,19,14.35,98608
161,98885,1370.0,22.369356,17,18,14.42,98885
162,99151,1363.0,22.369356,17,18,14.27,99151
163,99426,1337.0,21.126614,17,18,14.46,99426
164,99690,1305.0,20.505243,17,18,14.32,99690
165,99972,1251.0,19.883872,16,18,14.25,99972
166,100248,1211.0,19.883872,16,18,14.35,100248
167,100530,1199.0,19.262501,16,18,14.31,100530
168,100805,1189.0,19.262501,16,18,14.41,100805
169,101076,1272.0,18.64113,17,18,14.4,101076
170,101349,1339.0,18.019759,18,18,14.39,101349
171,101617,1391.0,18.019759,18,18,14.42,101617
172,101895,1410.0,17.398388,18,18,14.34,101895
173,102168,1384.0,16.777017,18,18,14.37,102168
174,102444,1333.0,16.155646,17,18,14.33,102444
175,102727,1271.0,14.912904000000001,17,18,14.35,102727
176,103000,1209.0,14.291533,16,18,14.33,103000
177,103269,1142.0,13.670162,16,18,14.37,103269
178,103549,1198.0,12.42742,17,18,14.27,103549
179,103827,1291.0,11.806049,17,18,14.32,103827
180,104099,1360.0,11.184678,18,19,14.45,104099
181,104370,1356.0,10.563307,17,19,14.34,104370
182,104651,1309.0,9.320565,17,19,14.48,104651
183,104921,1212.0,8.699194,16,18,14.36,104921
184,105190,1124.0,8.699194,17,23,14.34,105190
185,105464,1050.0,8.077823,17,25,14.33,105464
186,105735,1032.0,7.4564520000000005,18,26,14.21,105735
187,106009,977.0,6.21371,18,31,14.32,106009
188,106285,939.0,5.592339,18,34,14.35,106285
189,106560,885.0,4.970968,19,34,14.25,106560
190,106828,899.0,3.7282260000000003,19,36,14.33,106828
191,107112,840.0,3.106855,18,36,14.29,107112
192,107385,825.0,1.8641130000000001,18,37,14.32,107385
193,107663,833.0,1.242742,18,37,14.25,107663
194,107935,840.0,0.621371,18,36,14.28,107935
195,108212,823.0,0.0,19,38,14.28,108212
196,108486,831.0,0.0,19,38,14.35,108486
197,108761,822.0,0.0,19,39,14.24,108761
198,109024,804.0,0.0,19,41,14.27,109024
199,109294,805.0,0.0,19,41,14.42,109294
200,109568,774.0,0.0,19,41,14.33,109568
201,109837,795.0,0.0,19,38,14.32,109837
202,110118,822.0,0.0,18,36,14.38,110118
203,110388,838.0,0.0,18,36,14.42,110388
204,110668,835.0,0.0,18,35,14.27,110668
205,110935,839.0,0.0,18,34,14.41,110935
206,111206,851.0,0.0,18,33,14.32,111206
207,111484,829.0,0.0,18,34,14.31,111484
208,111757,826.0,0.0,18,34,14.41,111757
209,112037,820.0,0.0,18,35,14.31,112037
210,112303,811.0,0.0,18,34,14.34,112303
211,112577,815.0,0.0,18,34,14.33,112577
212,112855,813.0,0.0,18,36,14.34,112855
213,113128,810.0,0.0,18,36,14.39,113128
214,113403,798.0,0.0,18,37,14.34,113403
215,113689,811.0,0.0,18,38,14.39,113689
216,113954,805.0,0.0,18,36,14.33,113954
217,114235,805.0,0.0,18,35,14.33,114235
218,114504,804.0,0.0,18,34,14.29,114504
219,114766,794.0,0.0,18,36,14.42,114766
220,115043,800.0,0.0,18,34,14.37,115043
221,115305,799.0,0.0,18,34,14.37,115305
222,115579,814.0,0.0,18,34,14.35,115579
223,115856,800.0,0.0,18,34,14.33,115856
224,116129,811.0,0.0,17,32,14.35,116129
225,116395,815.0,0.621371,17,32,14.4,116395
226,116670,809.0,0.621371,17,33,14.32,116670
227,116939,800.0,1.242742,17,34,14.34,116939
228,117213,791.0,1.8641130000000001,18,34,14.4,117213
229,117482,804.0,1.8641130000000001,17,32,14.44,117482
230,117773,804.0,1.8641130000000001,17,32,14.32,117773
231,118045,795.0,2.485484,17,32,14.56,118045
232,118326,797.0,2.485484,17,32,14.37,118326
233,118596,804.0,2.485484,17,32,14.48,118596
234,118874,797.0,2.485484,17,32,14.32,118874
235,119159,792.0,2.485484,17,33,14.29,119159
236,119429,794.0,2.485484,18,35,14.25,119429
237,119697,789.0,2.485484,18,35,14.33,119697
238,119966,778.0,1.8641130000000001,18,35,14.4,119966
239,120241,791.0,1.8641130000000001,18,34,14.42,120241
240,120510,795.0,1.8641130000000001,18,34,14.37,120510
241,120791,796.0,1.242742,18,33,14.41,120791
242,121063,801.0,1.242742,18,35,14.42,121063
243,121336,803.0,0.621371,18,34,14.42,121336
244,121613,800.0,0.621371,18,34,14.4,121613
245,121887,815.0,0.0,18,34,14.45,121887
246,122163,807.0,0.0,18,33,14.29,122163
247,122433,811.0,0.0,18,35,14.35,122433
248,122705,799.0,0.0,18,35,14.42,122705
249,122969,807.0,0.0,18,34,14.34,122969
250,123243,801.0,0.0,18,36,14.29,123243
251,123506,813.0,0.0,18,34,14.42,123506
252,123788,811.0,0.0,17,32,14.35,123788
253,124055,806.0,0.0,18,33,14.39,124055
254,124325,806.0,0.621371,18,32,14.31,124325
255,124589,813.0,0.621371,17,31,14.27,124589
256,124855,807.0,0.621371,17,33,14.42,124855
257,125127,795.0,0.621371,18,34,14.39,125127
258,125404,796.0,0.621371,18,34,14.23,125404
259,125678,787.0,0.621371,18,34,14.27,125678
260,125947,795.0,0.621371,18,34,14.37,125947
261,126222,795.0,0.621371,18,34,14.5,126222
262,126493,802.0,0.621371,18,34,14.34,126493
263,126765,806.0,0.621371,20,48,14.24,126765
264,127029,777.0,0.0,20,48,14.4,127029
265,127298,791.0,0.0,20,48,14.29,127298
266,127567,793.0,0.0,20,47,14.32,127567
267,127847,786.0,0.621371,20,48,14.42,127847
268,128114,784.0,1.242742,19,40,14.37,128114
269,128387,906.0,1.242742,19,33,14.36,128387
270,128669,989.0,1.8641130000000001,20,32,14.44,128669
271,128944,1009.0,2.485484,20,33,14.37,128944
272,129219,989.0,2.485484,19,33,14.37,129219
273,129494,915.0,3.106855,18,32,14.42,129494
274,129765,899.0,3.106855,18,33,14.36,129765
275,130033,880.0,3.7282260000000003,18,33,14.33,130033
276,130311,873.0,3.7282260000000003,18,31,14.42,130311
277,130583,878.0,3.7282260000000003,17,30,14.32,130583
278,130863,873.0,3.7282260000000003,17,30,14.44,130863
279,131134,862.0,3.106855,17,31,14.38,131134
280,131410,850.0,3.106855,17,32,14.42,131410
281,131684,833.0,3.106855,18,33,14.36,131684
282,131958,823.0,3.106855,18,35,14.33,131958
283,132265,804.0,3.106855,18,35,14.38,132265
284,132535,810.0,3.106855,20,41,14.46,132535
285,132809,891.0,3.106855,23,52,14.4,132809
286,133086,984.0,3.7282260000000003,26,56,14.35,133086
287,133361,1157.0,3.7282260000000003,26,47,14.46,133361
288,133636,1335.0,4.349597,26,39,14.48,133636
289,133914,1412.0,4.970968,20,21,14.41,133914
290,134187,1382.0,5.592339,18,20,14.34,134187
291,134500,1331.0,6.21371,18,20,14.33,134500
292,134768,1333.0,6.21371,24,37,14.4,134768
293,135043,1409.0,6.21371,24,34,14.46,135043
294,135314,1492.0,6.835081,24,32,14.42,135314
295,135593,1528.0,6.835081,24,31,14.5,135593
296,135864,1586.0,7.4564520000000005,24,30,14.45,135864
297,136139,1607.0,7.4564520000000005,24,31,14.44,136139
298,136408,1648.0,7.4564520000000005,25,30,14.4,136408
299,136689,1681.0,7.4564520000000005,25,33,14.44,136689
300,136964,1727.0,8.077823,25,32,14.38,136964
301,137239,1765.0,8.077823,26,31,14.48,137239
302,137515,1783.0,8.077823,28,37,14.45,137515
303,137784,1892.0,8.699194,30,43,14.32,137784
304,138059,1974.0,9.320565,31,44,14.46,138059
305,138335,2084.0,9.320565,31,46,14.42,138335
306,138612,2201.0,9.941936,32,47,14.44,138612
307,138894,2254.0,10.563307,32,52,14.4,138894
308,139166,2213.0,10.563307,33,60,14.37,139166
309,139442,1943.0,11.184678,33,62,14.41,139442
310,139716,1913.0,11.806049,33,61,14.46,139716
311,139994,1968.0,12.42742,33,61,14.4,139994
312,140269,2026.0,13.048791,34,63,14.42,140269
313,140542,2081.0,13.670162,34,63,14.38,140542
314,140810,2155.0,14.912904000000001,34,61,14.35,140810
315,141081,2236.0,15.534275000000001,34,60,14.41,141081
316,141356,2321.0,16.155646,34,58,14.37,141356
317,141626,2379.0,16.777017,34,57,14.46,141626
318,141899,2420.0,17.398388,34,56,14.39,141899
319,142170,2416.0,17.398388,34,63,14.46,142170
320,142450,2042.0,18.019759,35,81,14.36,142450
321,142721,1763.0,18.64113,35,76,14.39,142721
322,142994,1742.0,19.262501,35,74,14.39,142994
323,143257,1771.0,19.883872,35,76,14.39,143257
324,143534,1802.0,19.883872,35,76,14.4,143534
325,143804,1822.0,20.505243,35,76,14.42,143804
326,144077,1852.0,21.126614,35,74,14.4,144077
327,144347,1874.0,21.747985,35,74,14.39,144347
328,144627,1896.0,22.369356,35,74,14.39,144627
329,144898,1937.0,22.990727,35,72,14.38,144898
330,145172,1950.0,22.990727,35,72,14.38,145172
331,145447,1970.0,23.612098,35,71,14.4,145447
332,145722,1985.0,23.612098,35,77,14.38,145722
333,145996,1781.0,24.233469,37,89,14.35,145996
334,146262,1666.0,24.233469,36,89,14.46,146262
335,146545,1618.0,24.85484,36,90,14.36,146545
336,146812,1614.0,25.476211,36,91,14.42,146812
337,147096,1607.0,25.476211,36,90,14.4,147096
338,147361,1613.0,26.097582,36,88,14.4,147361
339,147637,1652.0,26.718953,36,87,14.39,147637
340,147922,1679.0,27.340324,35,84,14.4,147922
341,148193,1691.0,27.340324,35,85,14.4,148193
342,148463,1721.0,27.961695,35,82,14.37,148463
343,148743,1737.0,27.961695,35,81,14.42,148743
344,149014,1757.0,28.583066,36,79,14.37,149014
345,149295,1781.0,28.583066,36,79,14.46,149295
346,149564,1806.0,29.204437,36,78,14.37,149564
347,149843,1818.0,29.204437,36,78,14.4,149843
348,150108,1841.0,29.825808000000002,36,76,14.4,150108
349,150398,1854.0,29.825808000000002,36,75,14.42,150398
350,150665,1881.0,29.825808000000002,36,74,14.4,150665
351,151011,1902.0,30.447179000000002,36,74,14.44,151011
352,151284,1924.0,30.447179000000002,36,74,14.41,151284
353,151553,1941.0,30.447179000000002,36,74,14.45,151553
354,151826,1962.0,31.068550000000002,36,72,14.33,151826
355,152096,1997.0,31.689921000000002,36,72,14.42,152096
356,152367,2014.0,31.689921000000002,35,71,14.33,152367
357,152642,2033.0,31.689921000000002,35,70,14.41,152642
358,152916,2052.0,32.311292,35,68,14.42,152916
359,153186,2063.0,32.311292,33,59,14.41,153186
360,153468,2023.0,32.932663,33,59,14.37,153468
361,153743,2034.0,32.311292,33,62,14.4,153743
362,154018,1882.0,32.932663,34,84,14.42,154018
363,154294,1570.0,32.932663,34,75,14.42,154294
364,154575,1557.0,32.932663,34,76,14.4,154575
365,154844,1577.0,33.554034,34,74,14.38,154844
366,155126,1582.0,33.554034,34,74,14.39,155126
367,155403,1574.0,33.554034,34,74,14.41,155403
368,155676,1581.0,34.175405,34,74,14.46,155676
369,155955,1579.0,34.175405,34,74,14.39,155955
370,156226,1573.0,34.175405,34,74,14.42,156226
371,156495,1579.0,34.175405,32,62,14.41,156495
372,156770,1512.0,34.175405,32,62,14.39,156770
373,157034,1469.0,33.554034,31,62,14.42,157034
374,157309,1456.0,33.554034,30,52,14.42,157309
375,157585,1432.0,33.554034,26,41,14.35,157585
376,157865,1425.0,33.554034,26,41,14.42,157865
377,158147,1419.0,32.932663,26,41,14.37,158147
378,158411,1412.0,32.932663,26,41,14.42,158411
379,158685,1400.0,32.932663,26,41,14.36,158685
380,158961,1406.0,32.311292,26,41,14.44,158961
381,159236,1398.0,32.311292,26,41,14.46,159236
382,159505,1392.0,31.689921000000002,26,41,14.37,159505
383,159781,1381.0,31.689921000000002,29,57,14.35,159781
384,160053,1407.0,31.068550000000002,30,57,14.44,160053
385,160335,1468.0,31.068550000000002,30,60,14.46,160335
386,160606,1469.0,31.068550000000002,30,58,14.37,160606
387,160881,1461.0,30.447179000000002,31,61,14.34,160881
388,161154,1394.0,30.447179000000002,31,65,14.45,161154
389,161430,1336.0,29.825808000000002,31,66,14.37,161430
390,161701,1322.0,29.825808000000002,31,66,14.32,161701
391,161980,1332.0,29.825808000000002,32,65,14.31,161980
392,162252,1341.0,29.825808000000002,32,70,14.38,162252
393,162531,1369.0,29.825808000000002,33,69,14.32,162531
394,162801,1384.0,29.204437,33,69,14.29,162801
395,163080,1395.0,29.825808000000002,34,72,14.39,163080
396,163347,1422.0,29.204437,34,70,14.32,163347
397,163622,1416.0,29.204437,34,72,14.42,163622
398,163897,1401.0,29.204437,34,73,14.42,163897
399,164165,1413.0,29.204437,34,73,14.35,164165
400,164441,1398.0,29.204437,34,83,14.37,164441
401,164712,1614.0,29.204437,34,58,14.4,164712
402,164978,2089.0,28.583066,34,67,14.37,164978
403,165249,1905.0,28.583066,34,67,14.38,165249
404,165524,1935.0,28.583066,34,69,14.4,165524
405,165798,1918.0,28.583066,34,69,14.33,165798
406,166072,1930.0,28.583066,35,69,14.39,166072
407,166342,1932.0,28.583066,35,70,14.42,166342
408,166624,1942.0,28.583066,35,70,14.33,166624
409,166893,1938.0,28.583066,35,69,14.39,166893
410,167166,1927.0,28.583066,35,69,14.34,167166
411,167440,1913.0,28.583066,35,70,14.42,167440
412,167712,1909.0,28.583066,35,71,14.38,167712
413,167982,1887.0,28.583066,35,70,14.45,167982
414,168262,1854.0,28.583066,50,82,14.35,168262
415,168532,1898.0,28.583066,52,100,14.44,168532
416,168842,1939.0,28.583066,53,100,14.45,168842
417,169108,1833.0,28.583066,52,100,14.33,169108
418,169383,1793.0,27.961695,51,100,14.39,169383
419,169658,1754.0,27.961695,51,100,14.34,169658
420,169944,1743.0,27.961695,51,100,14.36,169944
421,170221,1722.0,27.340324,51,100,14.34,170221
422,170493,1718.0,27.340324,51,100,14.41,170493
423,170778,1696.0,27.340324,50,100,14.42,170778
424,171047,1690.0,26.718953,50,100,14.4,171047
425,171361,1676.0,26.718953,47,100,14.37,171361
426,171631,1659.0,26.718953,39,100,14.37,171631
427,171912,1651.0,26.718953,36,96,14.39,171912
428,172180,1639.0,26.097582,31,58,14.45,172180
429,172455,1612.0,26.097582,32,64,14.37,172455
430,172724,1596.0,26.097582,32,63,14.44,172724
431,173005,1579.0,25.476211,32,63,14.36,173005
432,173275,1565.0,25.476211,32,63,14.4,173275
433,173551,1557.0,25.476211,32,65,14.42,173551
434,173826,1547.0,24.85484,32,65,14.39,173826
435,174106,1550.0,24.85484,32,66,14.39,174106
436,174383,1549.0,24.85484,32,65,14.46,174383
437,174663,1551.0,24.85484,32,65,14.37,174663
438,174940,1566.0,25.476211,32,65,14.45,174940
439,175212,1574.0,25.476211,32,65,14.38,175212
440,175483,1604.0,25.476211,32,63,14.42,175483
441,175764,1615.0,26.097582,32,63,14.4,175764
442,176040,1642.0,26.718953,32,63,14.4,176040
443,176310,1657.0,26.718953,32,61,14.37,176310
444,176584,1686.0,27.340324,33,64,14.33,176584
445,176855,1702.0,27.340324,33,62,14.39,176855
446,177130,1717.0,27.961695,33,62,14.39,177130
447,177404,1741.0,27.961695,33,63,14.39,177404
448,177680,1752.0,27.961695,33,62,14.39,177680
449,177954,1773.0,28.583066,30,41,14.4,177954
450,178235,1753.0,28.583066,25,29,14.4,178235
451,178505,1754.0,28.583066,25,30,14.39,178505
452,178785,1748.0,27.961695,25,30,14.35,178785
453,179054,1736.0,27.961695,25,30,14.4,179054
454,179330,1730.0,27.961695,20,17,14.4,179330
455,179603,1716.0,27.340324,17,13,14.4,179603
456,179875,1668.0,26.718953,18,15,14.4,179875
457,180144,1624.0,26.718953,18,15,14.42,180144
458,180425,1655.0,26.718953,18,16,14.37,180425
459,180694,1626.0,26.097582,18,15,14.32,180694
460,180963,1614.0,26.097582,18,16,14.33,180963
461,181239,1594.0,26.097582,18,16,14.38,181239
462,181508,1531.0,25.476211,16,13,14.32,181508
463,181783,1485.0,25.476211,16,14,14.41,181783
464,182057,1459.0,25.476211,16,14,14.32,182057
465,182333,1439.0,24.85484,16,14,14.33,182333
466,182604,1418.0,24.85484,16,14,14.42,182604
467,182878,1399.0,24.85484,16,14,14.37,182878
468,183147,1382.0,24.233469,16,15,14.36,183147
469,183427,1375.0,24.233469,16,14,14.4,183427
470,183697,1362.0,24.233469,16,15,14.45,183697
471,183972,1341.0,22.990727,16,15,14.32,183972
472,184242,1339.0,22.369356,16,15,14.4,184242
473,184521,1331.0,21.747985,16,16,14.42,184521
474,184785,1242.0,20.505243,16,17,14.37,184785
475,185067,1143.0,19.262501,15,18,14.41,185067
476,185335,1083.0,18.64113,15,19,14.35,185335
477,185606,1044.0,17.398388,15,18,14.29,185606
478,185875,1103.0,16.155646,15,17,14.31,185875
479,186144,1134.0,14.912904000000001,15,17,14.4,186144
480,186419,1119.0,14.291533,15,18,14.46,186419
481,186688,1109.0,13.670162,15,17,14.29,186688
482,186962,1237.0,13.670162,20,25,14.4,186962
483,187239,1407.0,13.048791,20,22,14.4,187239
484,187513,1584.0,13.048791,25,32,14.39,187513
485,187790,1755.0,13.670162,26,28,14.37,187790
486,188093,1775.0,13.048791,23,24,14.38,188093
487,188363,1765.0,13.048791,21,22,14.41,188363
488,188646,1741.0,13.048791,20,20,14.42,188646
489,188928,1713.0,13.048791,19,18,14.4,188928
490,189207,1680.0,13.048791,18,15,14.42,189207
491,189478,1625.0,12.42742,18,15,14.38,189478
492,189753,1569.0,13.048791,18,16,14.41,189753
493,190022,1572.0,12.42742,18,16,14.4,190022
494,190290,1560.0,12.42742,18,16,14.42,190290
495,190567,1555.0,12.42742,18,16,14.32,190567
496,190841,1539.0,12.42742,18,16,14.4,190841
497,191117,1526.0,12.42742,18,17,14.38,191117
498,191400,1519.0,12.42742,18,16,14.39,191400
499,191675,1533.0,12.42742,18,16,14.33,191675
500,191942,1543.0,12.42742,18,16,14.34,191942
501,192225,1536.0,12.42742,18,16,14.32,192225
502,192493,1536.0,12.42742,18,16,14.31,192493
503,192769,1537.0,12.42742,18,16,14.31,192769
504,193044,1530.0,12.42742,18,17,14.36,193044
505,193326,1524.0,12.42742,18,17,14.29,193326
506,193595,1503.0,11.806049,18,17,14.29,193595
507,193866,1478.0,11.806049,18,18,14.4,193866
508,194140,1455.0,11.806049,18,18,14.39,194140
509,194409,1430.0,11.184678,18,18,14.4,194409
510,194692,1388.0,10.563307,17,18,14.45,194692
511,194959,1343.0,10.563307,17,18,14.32,194959
512,195233,1308.0,9.941936,17,18,14.4,195233
513,195503,1276.0,9.941936,17,19,14.4,195503
514,195777,1262.0,9.941936,23,36,14.42,195777
515,196047,1330.0,9.941936,24,34,14.39,196047
516,196327,1359.0,9.320565,20,26,14.44,196327
517,196599,1352.0,9.320565,19,22,14.32,196599
518,196879,1327.0,9.320565,18,20,14.32,196879
519,197151,1260.0,8.699194,16,18,14.42,197151
520,197424,1123.0,7.4564520000000005,16,23,14.4,197424
521,197699,980.0,6.21371,19,35,14.31,197699
522,197978,895.0,4.970968,20,38,14.42,197978
523,198251,986.0,4.349597,23,44,14.37,198251
524,198520,1124.0,4.349597,29,67,14.46,198520
525,198799,1274.0,4.349597,29,52,14.36,198799
526,199074,1485.0,4.349597,29,49,14.41,199074
527,199356,1562.0,4.970968,30,49,14.33,199356
528,199625,1618.0,5.592339,31,57,14.38,199625
529,199906,1681.0,6.21371,31,52,14.37,199906
530,200182,1753.0,6.835081,31,52,14.42,200182
531,200458,1787.0,7.4564520000000005,31,50,14.38,200458
532,200726,1843.0,8.077823,31,50,14.42,200726
